,Field,text,emotions,score
401,priorities and concerns,COVID being an excuse for expediency and lack of community engagement,neutral,0.9282424449920654
402,priorities and concerns,Sustainability is the main concern,neutral,0.9903490543365479
403,priorities and concerns,Sustainability and eating up our reserves,neutral,0.9974257349967957
404,priorities and concerns,Funding available to pay staff for next summer season. Maintaining and providing competitions and services in the future,optimism,0.7189944982528687
405,priorities and concerns,Meeting funding agreement deadlines and finding a Plan B for stalled or cancelled fundraising initiatives,neutral,0.7653509378433228
406,priorities and concerns,Nil,neutral,0.9799578785896301
407,priorities and concerns,Our main concern is receiving funding to continue to pay staff and funds to deliver our programmes,desire,0.9066218733787537
408,priorities and concerns,Being able to carry out full project before funding ceases.,neutral,0.5444076061248779
409,priorities and concerns,Funding to replace what we were prevented from earning due to COVID-19 regulations. We were planning a 30th Anniversary for our group due to financial uncertainty we have shelved these plans.,neutral,0.38064688444137573
410,priorities and concerns,Financial sustainability to be able to continue to provide a level of service to our community that meets the needs and expectations of our stakeholders/members.,admiration,0.7005569934844971
411,priorities and concerns,Awaiting extra funding from the Government - then to recruit more staff to meet the need,approval,0.37097132205963135
412,priorities and concerns,Ensuring everyone in our community is coping OK,approval,0.4962025582790375
413,priorities and concerns,"Opening up traditional support and funders to support us to employ new people. Our industry as a whole has been hard hit, and so there are now lots of people unemployed that we could help out if we had the help to do so. Government keeps saying they will do this, but we have not witnessed a change in that area, in our area, yet.",disappointment,0.610170304775238
414,priorities and concerns,Our key priorities relate to ongoing financial viability due to uncertainty about the availability of grants.,neutral,0.34235018491744995
415,priorities and concerns,"Providing a community radio service as a companion to the elderly, disabled, and socially isolated people in our region.",neutral,0.6449114084243774
416,priorities and concerns,Lead the sector into a new way Strengthen what is being done and why Grow participation and the value of physical activity,realization,0.5405872464179993
417,priorities and concerns,Retain our volunteer members and support them back to the work place,approval,0.954168975353241
418,priorities and concerns,Increasing turnover and staff welfare,neutral,0.7120081186294556
419,priorities and concerns,Maintaining contacts with members and clients and meeting there needs,neutral,0.6723676919937134
420,priorities and concerns,"Help! Grants are being repurposed, arts and culture grants will be DECIMATED with our Council budget due in August and this is the MAIN way community funding in this sector is distributed",neutral,0.9901977777481079
421,priorities and concerns,"We are working hard to get back up to speed, with one eye on the economy over the coming 12 - 18 months",realization,0.9695625901222229
422,priorities and concerns,Remaining relevant to our customers,neutral,0.973688542842865
423,priorities and concerns,No fundraising so fewer donations.,neutral,0.8993774652481079
424,priorities and concerns,"Business as usual, only concern would be regression re the virus but not a huge impediment.",neutral,0.46967005729675293
425,priorities and concerns,Our main priority is to ensure that research that is currently supported continues going and that we don't lose capability out of this sector because of job losses at the universities and DHBs,approval,0.5319172739982605
426,priorities and concerns,One of our challenges is resourcing systems and processes required to deliver services virtually and provide a great user experience.,approval,0.4778505563735962
427,priorities and concerns,Staff and partners,neutral,0.9894565939903259
428,priorities and concerns,Our key priority is to increase access to our services for high needs populations.,desire,0.8366772532463074
429,priorities and concerns,Restarting communities patrolling,neutral,0.5348124504089355
430,priorities and concerns,"Key priorities: ensuring we have enough volunteers, ensuring we can meet the needs of clients. Concerns: being able to pay staff and to be able to access funding for ongoing operating costs.",caring,0.49800822138786316
431,priorities and concerns,"That membership & renewals will reduce to such an extent that our grants applications look weaker, and that fewer people will attend support activities even when safer. We already have a lot of families tending towards online networking only, which is fine if they are getting their face-to-face elsewhere, but we fear greater long-term isolation.",fear,0.37383732199668884
432,priorities and concerns,Having our volunteers feel confident enough to return to working together as a group.,approval,0.894071102142334
433,priorities and concerns,Funding: changed over the past 18 months and now the opportunity to save for longer funding contingency arrangements Research and feedback from and about our work with our families and the quality of the work. A way to show our organisational value Recruitment: For new staff and volunteers,approval,0.6717804074287415
434,priorities and concerns,Funding as we rely on donations for our every day running and we have none of that at the moment.,neutral,0.4930357038974762
435,priorities and concerns,"The provision of communication technology training for seniors is fragmented. Working together with other organizations is the biggest challenge particularly where they can offer free services, while we have to charge due to lack of funding",disappointment,0.6386076211929321
436,priorities and concerns,"Anxiety levels of staff, students and parents Digital divide",fear,0.6213632822036743
437,priorities and concerns,Increased need for some of our services to be delivered on decreased budget.,approval,0.8778790831565857
438,priorities and concerns,To keep our people healthy and our services running,neutral,0.7586104273796082
439,priorities and concerns,Key priority is to get back to normal use of our workshop facility and kilns and resuming pottery classes and social groups.,approval,0.35976675152778625
440,priorities and concerns,"Connecting people with their local community. Building local food resilience. Taking back our streets. Build a community exchange/support platform. Support initiatives locally for CO2 reduction, energy efficient healthy homes and supporting people's happiness",approval,0.9771909713745117
441,priorities and concerns,Shows the community reliance on gaming funding (in some sectors) and the thin veneer of security many community agencies face - new was of establishing longer term funding is required and greater investment in systems change rather than continuing to fund and prop up existing services.,neutral,0.9512003064155579
442,priorities and concerns,continuing to connect with the community and fundraise via alternate means that meet health requirements,approval,0.9955739974975586
443,priorities and concerns,Financial sustainability,neutral,0.994266927242279
444,priorities and concerns,Key concern is ability to obtain funding due to some traditional sources going on hold,caring,0.8237142562866211
445,priorities and concerns,"Funding is a massive challenge as trusts we would normally apply to are closed. Many are focused on short term ie 1 to 2 year support which doesn't help us to grow for the future. Just meets current needs. Welcome the opportunity for improved dialogue with funders. We make an incredible but need to meet the funders and there are impediments to this with the trusts we apply to,",approval,0.6120007038116455
446,priorities and concerns,Enhancing the lives of people with specific health need,neutral,0.9295555949211121
447,priorities and concerns,"Re-establishing funding channels, support and stewardship of our donors, care and support of the staff",approval,0.9687763452529907
448,priorities and concerns,"Dealing with children who are displaying anxiety, usually caused by anxious parents.",nervousness,0.7453541159629822
449,priorities and concerns,"My co-founder and I both work full-time for free, we have not been paid for the 2.5 years we have been running. Funding has always been a huge issue for us and we are struggling with trying to continue.",fear,0.5760940313339233
450,priorities and concerns,We have asked for expressions of interest in a non competitive talent show to be staged in September. We hope people won't be committed to sporting or other recreational activities and give Theatre a go.,optimism,0.9837265610694885
451,priorities and concerns,We have missed vital events for public unawareness that now will not happen until next year loosing momentum.,disappointment,0.7751138806343079
452,priorities and concerns,Getting back to full service,neutral,0.8505478501319885
453,priorities and concerns,"A better recognition of the creative spaces network within New Zealand,and more support for these creative spaces in rural small town New Zealand",approval,0.9866536259651184
454,priorities and concerns,Funding,neutral,0.8977287411689758
455,priorities and concerns,"To come together as a group and focus our goals and objectives to share and to promote our cultural heritage through dancing and music. To teach other ethnicity to learn our dances. The Dance group consist of 4 to 10 year old children, Junior and senior students, 30 to 70 years old adults. Our concern is funds to keep the group going",caring,0.854546070098877
456,priorities and concerns,"When our truck finally died last week - we can't afford a new one - so replacing gear. That schools won't be able to afford to visit, hence our income for improvements dries up. Our family Trust pays for the running cost of the venue, however we have our income from tourism and hospitality so that has put huge pressure on affording the costs associated with running the venue.",sadness,0.8272795677185059
457,priorities and concerns,Working with other organisations - noting there is no playbook for this,neutral,0.9290658235549927
458,priorities and concerns,Re-establishing our routine but cognisant on what our learnings have been to re-adapt.,realization,0.9213156700134277
459,priorities and concerns,Planning with real uncertainty as to one of our key funders ( our council) ability to fund us next year. We are determined to pivot at this time as our community needs it... they cannot be invisible at this time,optimism,0.9724690914154053
460,priorities and concerns,"As an NGO working/collaborating and sharing is not a new concept, we have been doing this for years. The struggle we face now is the uncertainty of community funding to top up our service contracts that are built on a ""contribution to service"" model. We need community grants to keep the service running.",neutral,0.5485758185386658
461,priorities and concerns,"As we have a significant shortfall to source each year to continue to provide the level of service needed, our concerns are centred around our ability to attract and secure adequate funding opportunities in view of the current economic climate. The programmes operate at capacity and the need for early intervention support continues. Increased focus on addressing and supporting 'at risk' families' who have sustained job losses and relationship hurdles is evident which has created a greater need for additional hours and funds.",approval,0.9199100136756897
462,priorities and concerns,"Connecting with older people, getting their feedback on what they need to get back to life as 'normal'. setting up systems and programmes that offer opportunities to get back out into the community and connect with people again. Emphasis needs to be put on social isolation and those that have lost the confidence to resume their pre COVID lives.",approval,0.8771786093711853
463,priorities and concerns,How has COVID-19 impacted on Māori whānau and community well-being and the extended impact of the COVID tail; and do we contribute to the collective creative collaborations that need to happen for Māori community sector working with government. Which need to be led by Māori. Stop with the top down stuff that has never worked!! And ensure that Māori are 'included' at all the levels of decision making and resourced in the way that works best for us.,curiosity,0.3159758448600769
464,priorities and concerns,Priorities is to complete a digital transformation project to streamline systems and provide better analytics for decision making. Also need to really understand the size of our market.,approval,0.4456118941307068
465,priorities and concerns,We need to ensure on going dispensing matches needs of our members.,neutral,0.9586099982261658
466,priorities and concerns,Events still not going ahead now even though we are in level 1 as people are too worried they will have to cancel them again if we get new cases and end up going up the levels again.,neutral,0.289274126291275
467,priorities and concerns,Funding is our key priority currently.,desire,0.7649738192558289
468,priorities and concerns,Catch up of debriefing and planning work deferred due to COVID. Returning normal service to BAU.,neutral,0.9979811310768127
469,priorities and concerns,Funding and getting back to providing normal services,neutral,0.8166534900665283
470,priorities and concerns,Lack of Donations,neutral,0.9675074815750122
471,priorities and concerns,"Ensuring we have the funding available to complete major projects in the next 2-3 years. If we can't maintain our asset, it will snowball into a major issue in years to come",caring,0.8894293904304504
472,priorities and concerns,"We lost all our fundraising money over COVID of 20,000 so we are struggling, but staying focused. Money shortage is always a need. WE have designed new programmes to help with solutions if any one interested, addresses Substance abuses and family Violence. we come from a Maori perspective as Maori providers we work in High schools with Teens and the whole whanau.",sadness,0.3984552025794983
473,priorities and concerns,"Organising AGM and conference, engaging with members and supporters, engaging with Government agencies.",neutral,0.9501644968986511
474,priorities and concerns,Strengthen our governance and volunteering pool. Ensuring sustainability to maintain and coping during and post COVID-19.,approval,0.6589531898498535
475,priorities and concerns,Being able to hold our A.G.M. with social distancing,neutral,0.931143045425415
476,priorities and concerns,Taking the opportunity for reimagining a better future,optimism,0.99303138256073
477,priorities and concerns,"Lack of future study, professional development and performance opportunities for performing artists.",disapproval,0.5412416458129883
478,priorities and concerns,Supporting target group affected by loss of income streams,neutral,0.8609742522239685
479,priorities and concerns,Reducing barriers to service for clients and helping clients to be comfortable with a new media for engaging with clinicians,approval,0.9124668836593628
480,priorities and concerns,Ensuring ease of access to our volunteers and communities most affected by COVID,approval,0.9031674265861511
481,priorities and concerns,1. Survival 2. Maximise revenue available. 3. No Capex. 4. Minimise costs. 5. No community finding,neutral,0.9926074743270874
482,priorities and concerns,We want to make sure that our groups can continue to thrive and not cease operating.,optimism,0.6970189213752747
483,priorities and concerns,"Continuing strengthening connections with stakeholders, organisations and community. Developing new programmes and services for the community.",approval,0.9918354749679565
484,priorities and concerns,"Most funders want to fund sexy new programmes. Right now, we need grass roots, basic funding with no special ties to programming. We just want to survive, revive, and thrive.",neutral,0.5090844035148621
485,priorities and concerns,Ensuring our donor dollar is maximised,neutral,0.9287548661231995
486,priorities and concerns,"Due to demand for services, desire to attract an experienced tradesman/assistant Manager, plus larger premises.",desire,0.9564384818077087
487,priorities and concerns,"Reopening and Advertising the availability of our Community Centre, putting in place competitive hiring rates.",neutral,0.9335671663284302
488,priorities and concerns,"Our main priority is supporting young people and Whanau who are facing real hardship due to job loss, anxiety, loss of some income. Many families are facing extreme poverty.",caring,0.9489890933036804
489,priorities and concerns,Loss of funding and yet the need for support increasing. Being left behind due to the fact we are a small charity supporting a marginalised group of the population,neutral,0.5377338528633118
490,priorities and concerns,"ensuring clients are well supported particularly those who have lost jobs, experiencing stress, making sure staff's well-being remains good",caring,0.9376952648162842
491,priorities and concerns,We are trying to support local with our small store but have closed our accommodation for now without international guests to use them. its a sad time in our region because we have almost 70% unemployment with local iwi also closing their Tourism businesses.,sadness,0.9881496429443359
492,priorities and concerns,Employ new staff of acceptable quality asap.,neutral,0.5224063992500305
493,priorities and concerns,Re-visioning,neutral,0.9965221881866455
494,priorities and concerns,"Our priority is keeping our service users safe, so hygiene is our foremost concern and avoiding too much contact with the general public while still trying to provide stimulating and meaningful programmes and activities.",caring,0.7888482809066772
495,priorities and concerns,Biggest concern- all the redundancies happening - mental health issues - breakdown of family relationships,caring,0.9588645100593567
496,priorities and concerns,Getting back into training so we can see how many athletes come back and also have to work on fitness to build up for major sports event at the end of next year.,excitement,0.7918086051940918
497,priorities and concerns,"Ongoing effects of COVID-19 on the community - financial pressure, relationship stress, mental health - leading to significant increase in demand for our services which is are unable to meet",neutral,0.4042391777038574
498,priorities and concerns,"As a relatively new entity, we are still struggling to establish with limited seed funding. The concerns around COVID have increased interest in our sector though. But this means we have more demand than we can meet.",approval,0.5548830628395081
499,priorities and concerns,Inability to put on shows,approval,0.8879914879798889
500,priorities and concerns,Maintaining staffing levels,neutral,0.9533136487007141
501,priorities and concerns,"Keeping our people safe as we move back to church services & other groups meeting together. Also keeping the students in our hostel safe as they move back in to continue their studies. General pastoral care of people in our community, some of whom will be suffering due to job loss or income reduction.",caring,0.6841681003570557
502,priorities and concerns,Many funders are rightfully directing their focus to front line emergency services such as food banks and women's refuge. Unfortunately this leaves a big funding gap for arts an culture which are critical in helping communities process their experiences and find ways to express themselves.,disappointment,0.5241990089416504
503,priorities and concerns,"Clients are reticent to leave their ""bubbles"" and fully engage with our Service. Due to this reticence their financial challenges are going to become major issues which will be difficult to manage. The stress levels are ever present and are more visible than in the past.",sadness,0.44508880376815796
504,priorities and concerns,Ongoing funding is our main concern,caring,0.9795656204223633
505,priorities and concerns,"While we have been able to weather the storm in 2020, our concerns lie with 2021 and how the economic recession (and possible return of COVID) will affect our organisation. We are also dealing with residual anxiety amongst our members regarding the risks of singing together in choirs.",nervousness,0.9097528457641602
506,priorities and concerns,Funding,neutral,0.8977287411689758
507,priorities and concerns,Keeping our services rolling on beyond 2020 and 2021.,neutral,0.998150646686554
508,priorities and concerns,"Uncertainty about Club's future in current business recession A club priority is to find and secure a larger facility to call as our long term home, and the financial analysis of what that will mean to the Club , ie, how much revenue we will need to generate will certainly cause much angst! We need counselling and guidance thru this part of our growth!!",approval,0.7480562925338745
509,priorities and concerns,We have no concerns at present as our sport is a summer sport. We do however need to hold an AGM which we are in the process of organising,optimism,0.4497566819190979
510,priorities and concerns,Unable to reopen. Viability is threatened.,neutral,0.5826475024223328
511,priorities and concerns,"We rely heavily on gaming machine trusts as we believe in recovering for the children what should have been expended on them in the first place. With gambling venues closed for several weeks/months, no funds will be forthcoming from this source for some time to come. With the increase in clients but not in revenue, our current staff levels are inadequate but we can't afford to take on new employees.",neutral,0.3877235949039459
512,priorities and concerns,Readiness to transition back to more normal operations,approval,0.47186189889907837
513,priorities and concerns,"We are expecting a sharp decline in the non-government funding from other charities and lottery grants, which we relied on for partially funding salaries",disapproval,0.3314243257045746
514,priorities and concerns,"Our major focus at the moment is trying to delivery high quality opportunities and services for young people; while trying to retain our staff; address what is looking like a large reduction in revenue compared with last year; and working with the current cash in bank and run-way we have to generate new revenues and ensure our long-term financial sustainability. These challenges are unprecedented. As a team of largely digital natives, our team has adapted quickly and relatively easily to remote working. From a delivery stand-point, our major operational priority at the moment is transforming our annual Festival into a digital summit for July.",approval,0.8558361530303955
515,priorities and concerns,"Our key concerns are making it through to our next major income period (April 2021) without staff losing jobs, and whilst still being able to provide quality services for our community until then.",sadness,0.7573000192642212
516,priorities and concerns,"the main concern would be getting our organisation back up and running. we have a strong core of volunteers, but not the numbers required to make it work effectively. also no income coming in over the lockdown and now only a small portion of that income coming in. Funding rounds haven't started for us so unsure what will be available for us, planning on a 20% reduction in funding.",confusion,0.8284525275230408
517,priorities and concerns,"1) Increasing demand for our service once the wage subsidy stops which will lead to overworked staff and wait lists, which will lead to a dissatisfied community 2) Retention of staff - already undervalued in their wage and to take on top of that increased pressure to meet demand could push them over the edge and leave the service. Their experience and expertise cannot be replaced immediately 3) Funding for service operations is always a challenge but avenues for funding through our traditional paths may be closed due to COVID 19 directly and indirectly affecting funders abilities to support services like ours 4) Establishing collaborative partners where we are equal participants and equal beneficiaries to the projects we are involved in together. 5) Suspect that our new landlord may not renew our lease in 2021 on order to redevelop the site. We may need to be scoping for new premises",neutral,0.43011417984962463
518,priorities and concerns,"getting access to public spaces for classes, rehearsals and performances",neutral,0.976442277431488
519,priorities and concerns,Getting back to our normal programme while maintaining all the valuable new connections we have made.,joy,0.4498283565044403
520,priorities and concerns,"getting back to business. lots of funders are not funding at the moments so trying other places, need our staff back to help me do all this to try and continue as usual.",approval,0.9656121730804443
521,priorities and concerns,Increasing our client base,approval,0.9736002683639526
522,priorities and concerns,Key concern is funding to remain operating.,caring,0.5656657218933105
523,priorities and concerns,Funding issues is the bigger concerned,caring,0.9841492772102356
524,priorities and concerns,We are a very small group offering mothers’ support with volunteers only in our community. We are part of a larger NZ organisation which has paid staff.,approval,0.7336941957473755
525,priorities and concerns,Finding ways to reach the most vulnerable members of our community Finding ways to engage our youth and those who have no employment and what we can do for them Fundraising will be a high priority to ensure we can keep giving services should we lose more funding than first expected,approval,0.44954389333724976
526,priorities and concerns,Secured funding for operative roles. Without these roles the trust will dissolve,approval,0.7866618037223816
527,priorities and concerns,Investment in digital technology to cater to groups who would benefit from using this to encourage groups to book our rooms. Exploring online adult education opportunities.,approval,0.9849551320075989
528,priorities and concerns,Recruitment is a huge challenge right now. We are in direct competition with OT who are our funders. They pay significantly more than we can afford and they are actively approaching current staff to apply for positions with OT. There pool of candidates isn't as strong as it once was and this is a trickle effect of lower numbers of people studying towards social work at a tertiary level. Sustainability around wage costs is also an issue. We can satisfy staff when contract increases are announced by the government however the increases are few and far between.,disappointment,0.7247369885444641
529,priorities and concerns,Keeping up with the demand of our services.,neutral,0.9891554713249207
530,priorities and concerns,"1. Most of the support was given in Alert level 4. The government is slow to return to the thousands of families who lost jobs or went on wage subsidies. It has created disengagement with the providers and Tongan families falling into a whole of desperation, accumulation of debt, family violence and mental health issues. 2. Siaola wishes to expand our work into social housing. We will be able to support the 95% families who contacted us during COVID 19 who live in crowded homes and move then through our Financial Well-being service.",caring,0.8132640719413757
531,priorities and concerns,"Ongoing sustainability of funding - concern around ongoing availability of funding due to economic instability, reduced return on funders' investments, some funding sources having reduced funds to draw on eg Lotteries and gambling trusts",approval,0.5986939072608948
532,priorities and concerns,Funding situation availability of funds and what this will look like over the next 12 months,curiosity,0.9143818616867065
533,priorities and concerns,How to estimate what potential customers see as their priorities for future services we may offer,neutral,0.9779330492019653
534,priorities and concerns,We will find it more difficult to fundraise for our projects in the next year or so,realization,0.30214354395866394
535,priorities and concerns,Paying staff after the wage subsidy ends is big concern. We rely heavily on donations to keep afloat and to keep fees down. We expect a huge reduction. Also fewer families will be able to afford our services. More clients will fall into the heavily subsidised bracket which will also reduce our income.,approval,0.3989535868167877
536,priorities and concerns,Our services have continued throughout lockdown so we are confident we remain relevant; funding is an ongoing concern.,optimism,0.6880215406417847
537,priorities and concerns,"Health and safety, although we made a loss due to parents not paying fees, we have insurance to cover it and the wages subsidy to tide us over.",neutral,0.8644804358482361
538,priorities and concerns,Ensuring that our staff are safe and secure both in health and employment. Maintaining existing or improved funding levels from community funders. Securing new and existing contracts at new or improved levels. Ensuring existing customers return their pre COVID business to us.,neutral,0.6017962098121643
539,priorities and concerns,Will our volunteer program resume this year or not and we are unclear,confusion,0.9880760908126831
540,priorities and concerns,"key priority is to begin to rebuild after being scattered for the past 3 months reducing the fear that our people have of gathering together in large groups supporting and meeting the physical, emotional and spiritual needs of the community around us",approval,0.8222876787185669
541,priorities and concerns,People's basic needs being met.,caring,0.3691408634185791
542,priorities and concerns,Making sure those who have ever faced budgeting problems before are aware of our services.,neutral,0.8868847489356995
543,priorities and concerns,A second wave and the possible imposed lockdown.,neutral,0.987038254737854
544,priorities and concerns,"Funding, funding, funding. Particularly in 12-24 months time rather than immediately. Concern is that this is on top of reductions in funding that were already happening. We feel there is going to be a funding crisis that tips a large number of organisations into closure. We are fortunate to have a 6 month reserve, but this won't save us in the longer term.",approval,0.29867324233055115
545,priorities and concerns,"Lack of funding availability, concerns about accountability around msd contract",disapproval,0.7311358451843262
546,priorities and concerns,Uncertainty on level of crown funding due to delayed budget allocation (due to COVID impact on Crown commitments),nervousness,0.9156182408332825
547,priorities and concerns,"Like everyone we were taken by surprise when COVID-19 first appeared in NZ. We had to adapt quickly because of the nature of what we do, that is support families who have lost a child/sibling. Grief support is not something that can be put aside for later.",realization,0.9465020298957825
548,priorities and concerns,The impact on our ability to create income through grants and sponsorship is a major concern.,caring,0.87163245677948
549,priorities and concerns,"Having enough money to pay our fixed fees, e.g. insurance which is our single biggest expense per year",neutral,0.9249311685562134
550,priorities and concerns,Less availability of funding due to downturn in economy,realization,0.5536192059516907
551,priorities and concerns,"Getting revenues back to normal levels, repatriating some of the services we lost as a result of COVID-19",approval,0.5321143269538879
552,priorities and concerns,Getting the local sports clubs to prepare for a reduced playing season and making sure that they comply with the restrictions placed by the government,neutral,0.8592219352722168
553,priorities and concerns,Our key concern is that our major funding is under question from our local council due to their budgets being severely affected by COVID. Our priorities are finding revenue to fill the shortfall whilst we wait to see if we can continue operations. If they cut our funding we are uncertain it will be possible.,confusion,0.7976132035255432
554,priorities and concerns,ensuring adequate funding to continue providing services.,approval,0.9782676696777344
555,priorities and concerns,Retaining our communications with our organisations to where we were pre COVID 19. Working together to all achieve business as usual. Offering support for others. Concerned after our new budget shows loss of income and how that be managed 6 months on.,approval,0.45437678694725037
556,priorities and concerns,"Our main issue is around the uncertainty of rules around gatherings of people, and whether these are likely to change. We need stability for several weeks at a time to operate, and certainty around what the situation will be several months ahead in order to plan events.",realization,0.5079933404922485
557,priorities and concerns,financial uncertainty,neutral,0.5727171301841736
558,priorities and concerns,The long term picture. WE worry it will be like the earthquake funding - 2 years and then nothing.,nervousness,0.505994975566864
559,priorities and concerns,Funding,neutral,0.8977287411689758
560,priorities and concerns,"Not getting any funding. Not having enough money to carry on. Trying to support people in rural communities, people with disabilities and people with suicidal tendencies.",sadness,0.8876778483390808
561,priorities and concerns,Uncertainty of future income and implications for our work and so the work of potential grant seekers,confusion,0.3666312098503113
562,priorities and concerns,One of our key priorities is ensuring our funding BEYOND this financial year.,approval,0.6874342560768127
563,priorities and concerns,Reorienting our service delivery so that our patients end up with improved service provision.,neutral,0.5427669286727905
564,priorities and concerns,"As a result of COVID-19, it is doubtful the funding will be available for this role to continue in 2021. It is highly likely the many sponsors we had identified to approach will be in a position to provide sponsorship (many of the businesses would have folded); plus there will be fewer funds available through the 'pokie' machines.",neutral,0.6253278851509094
565,priorities and concerns,"getting a conference to work without additional funding to get the research of our medical trainees published. Also, help trainees to find a suitable spot to practice their trade, while they are not allowed to travel",neutral,0.7686414122581482
566,priorities and concerns,Ensuring there is still demand for the supported housing programmes we provide.,neutral,0.9328103065490723
567,priorities and concerns,Continuing our fundraising as before. The lack of disposal cash in the community will have an effect on our fundraising drives,approval,0.9923303723335266
568,priorities and concerns,"Funding agencies are not yet ""up and running"" and our main priority at the moment is to raise funds for the Administration staff",neutral,0.7064199447631836
569,priorities and concerns,"We are very worried about how we will find funding to continue our current work, let alone increase it to meet increasing demand.",fear,0.9481140971183777
570,priorities and concerns,Maintaining the momentum and collaboration that was evident during COVID 19,admiration,0.4209645688533783
571,priorities and concerns,Concern regarding whether we will get support from freedom campers at all this season,confusion,0.4194437265396118
572,priorities and concerns,Sustainability as corporate and grant support is less likely to be available. Possible loss of members due to ability to afford the (small) membership fee.,neutral,0.5487449169158936
573,priorities and concerns,Our organisation has very close associations with whanau and as such we can work better and quicker with our communities We didn’t get involved with supporting whanau until a later stage in time and that was a concern for us While other organisations are well recognised our organisation is too but we are not supported enough to do the work we’re able to do,realization,0.4812394976615906
574,priorities and concerns,Catch up on work to be done .Try to catch up on income earned.,neutral,0.9833934903144836
575,priorities and concerns,"COVID-19 pandemic has come on the time when the one year stand down for temporary visa holder is to be implemented. There have been migrants that wish to go home but are unable to due to the borders being closed. As they are out of work and are not able to secure a work visa, they seek our assistance for their daily need and on how they can survive until the borders will be opened.",neutral,0.9710755348205566
576,priorities and concerns,How to meet the Level 2 and Level 1 laws,confusion,0.6258605718612671
577,priorities and concerns,Feeding the increased demand in food parcels due to increase area and no increase in funding to assist with this,approval,0.5204667448997498
578,priorities and concerns,We are in a vulnerable position as we rely heavily on grants and foundations and event income.,sadness,0.651497483253479
579,priorities and concerns,Reopening. Lack of funding available from council and lottery type Grant providers,neutral,0.8280187249183655
580,priorities and concerns,our main concern is that our current funders will be unable to continue to support us due to their financial situation as a result of COVID 19,sadness,0.4056631922721863
581,priorities and concerns,Length of time border restrictions are in place. How receptive Kiwis might be to participation in our activity if there is greater travel throughout NZ,curiosity,0.9263288378715515
582,priorities and concerns,Meeting the needs of our community is our key concern. Combined with a loss from some funding areas and government funders not stepping up to meet this increased need.,approval,0.786971390247345
583,priorities and concerns,As we receive no government funding we are concerned that the charity dollar will be in much greater demand. The closure of gaming machine venues and their loss of revenue to give back to the community will have the most impact on our funding dollar.,caring,0.6393133401870728
584,priorities and concerns,Key concern is uncertainty and how broad reaching the impacts of COVID will be. Our programme supports young people and we are concerned at the psychosocial impacts of COVID and how these will affect outcomes,caring,0.8893548846244812
585,priorities and concerns,Keep connected to our members when we can't have face to face meetings and training events.,neutral,0.9419219493865967
586,priorities and concerns,our core funding ... already below cost ... sees no increase but increased demands ... and funding going to maintaining failed systems ... people can't budget if they have nothing ...; still silo from top down missing connection and local resilience opportunities,neutral,0.9375288486480713
587,priorities and concerns,Youth anxiety not recognised or supported at school,nervousness,0.8778173923492432
588,priorities and concerns,Loss of volunteer drivers and community reluctance to use this service,disappointment,0.7580469250679016
589,priorities and concerns,"We haven't been majorly affected, but we do need to make sure our public are still engaged.",neutral,0.9862595796585083
590,priorities and concerns,"My concern is with the organisations in our sector, not us as a peak body. Our funding is actually increasing (not COVID related).",caring,0.6735568642616272
591,priorities and concerns,"Communication, collaboration, coordination and move forward to self-sustainability. Not just survive but thrive. Look to streamlining service provision of code in the region.",neutral,0.9943816065788269
592,priorities and concerns,Being in Hospitality Industry our key priority is being able to operate without restriction in respect of customer numbers and Gaming Machine operations,approval,0.9594303965568542
593,priorities and concerns,Our key concerns are around immense community need and what that will look like in the coming months ahead,optimism,0.8761059641838074
594,priorities and concerns,Returning to previous services and lost revenue due to cancelled events.,neutral,0.5724313855171204
595,priorities and concerns,With a drastic cut in revenue we are unable to provide more equipment and assist with travel for our members to competitions.,disappointment,0.32838156819343567
596,priorities and concerns,Losing volunteers,disappointment,0.7459255456924438
597,priorities and concerns,keeping our elderly in our homes safe whilst letting them have a little more freedom,approval,0.8601580262184143
598,priorities and concerns,Balancing the needs of the community (from funding we provide) with the need to protect jobs,neutral,0.9708103537559509
599,priorities and concerns,More pastoral care and financial support from government.,neutral,0.7082788348197937
600,priorities and concerns,Finding ways to build confidence in visitors coming especially students and seniors. Doesn’t look promising till next year.,optimism,0.45172110199928284
601,priorities and concerns,We are hoping that we can get funding fro the arts sector money to support our venue and those of us working for free to keep the place alive,optimism,0.8814264535903931
602,priorities and concerns,The mid to long term - and decline in diverse sources of funding - eg public and fees for services etc,neutral,0.9825040698051453
603,priorities and concerns,To maintain the supporters we have to acquire a donee status so our donors can get a little tax rebate. It's an incentive we can give them.,neutral,0.8580137491226196
604,priorities and concerns,Our key challenge is how we will find funding to increase our staffing numbers to match watch we need to deliver. Most funding opportunities do not cover salaries or operational costs.,realization,0.3693656921386719
605,priorities and concerns,Keeping dancers safe and meeting public health requirements. Keeping dancers learning and communicating with their crew.,caring,0.5123435258865356
606,priorities and concerns,"Priorities are finding ways to resource community coordinators & champions in ways that parallel delivery of fiscal provisions. This could be reflected by placing expectation & incentive on businesses to cooperate locally in the delivery of services that facilitate community well-being objectives. Deeper interrelation between all operational levels at this point will spread the resource load & staff/volunteer loss, and help move available energy move more freely between nodes of productivity during the rhythm of down cycles that follow. Down cycles will not necessarily occur for all players at the same time. Thereby a network of interdependence & resource sharing may act as a buffer - as one shoulder descends, the other rises.",neutral,0.9262375235557556
