,Field,text,emotions,score
195,Can you please tell us your organisations current key priorities and or concerns,Ensuring we are providing what our community are wanting for their tamariki and whanau. Becoming digitised to broaden our customer base and help show our toys we stock,approval,0.9231520891189575
196,Can you please tell us your organisations current key priorities and or concerns,Priority 1. Offering free services so that it is accessible to all Pacific students that our Homework centre is involved with. 2. Revenue to provide resources that our students need to support in their learning 3.Revenue to provide resources and training for staff and volunteers 4. Revenue for operational and administrative and project costs so that we can offer our services to other schools that would benefit from what we provide. ,neutral,0.977874219417572
197,Can you please tell us your organisations current key priorities and or concerns,Serving Children,neutral,0.9971524477005005
198,Can you please tell us your organisations current key priorities and or concerns,Increase in funding. Increase in volunteers. This will ensure we can meet the need of our community and those overseas.,approval,0.9816756844520569
199,Can you please tell us your organisations current key priorities and or concerns,Securing funding to pay our first wage to develop our delivery ,approval,0.9827142357826233
200,Can you please tell us your organisations current key priorities and or concerns,Key priorities are unchanged - the wellbeing of the elderly Chinese community. The main concern is that this community is isolated because of language.,caring,0.5606791377067566
201,Can you please tell us your organisations current key priorities and or concerns,"Finding and retaining capable volunteers with skills needed to effectively run the organisation, do the admin, web maintenance, etc.",approval,0.73838871717453
202,Can you please tell us your organisations current key priorities and or concerns,Generating revenue through occupancy,neutral,0.9443742036819458
203,Can you please tell us your organisations current key priorities and or concerns,Key priority is to gain more funding to keep offering our services,desire,0.5026592016220093
204,Can you please tell us your organisations current key priorities and or concerns,To be able to support our members and volunteers and provide social services to members. To be able to get funding for projects and organised events,neutral,0.9728127121925354
205,Can you please tell us your organisations current key priorities and or concerns,To continue funding the rebuild of community facilities after the Kaikoura earthquake and to fund the health and wellbeing of the Community,neutral,0.9687691330909729
206,Can you please tell us your organisations current key priorities and or concerns,Increased demand for resource and paucity of supply of resource. We redeploy computer equipment to charities from the business sector. Funding for staff runs out 31 Dec 2021,approval,0.5765292644500732
207,Can you please tell us your organisations current key priorities and or concerns,Need more volunteers to keep work going. Also concern re long term future.,desire,0.9493159055709839
208,Can you please tell us your organisations current key priorities and or concerns,Ensuring that we have sufficient funds and volunteers on hand to perform our daily operations,optimism,0.5474144220352173
209,Can you please tell us your organisations current key priorities and or concerns,Running an art school,neutral,0.9896919131278992
210,Can you please tell us your organisations current key priorities and or concerns,Getting the border open for high value tourism and high value international education. Providing some certainty to our members and helping them grow. Unwillingness of the Government (politicians and bureaucrats) to engage and develop plans. Getting consistent policies across Government agencies ,approval,0.9074798822402954
211,Can you please tell us your organisations current key priorities and or concerns,"Ensuring staff are well supported so as not to burn out. While we have had a huge increase in demand, our current funders are not increasing funding, so we are having to find more funding sources, increasing workload again. Clients are coming to us with more complex needs which is taking a lot more time to resolve, also increasing demands on our limited services and increasing the burden on staff.",neutral,0.27717095613479614
212,Can you please tell us your organisations current key priorities and or concerns,Completing funding proposals,approval,0.9913964867591858
213,Can you please tell us your organisations current key priorities and or concerns,More government funding to avoid increase in disorder,approval,0.524383008480072
214,Can you please tell us your organisations current key priorities and or concerns,Membership,neutral,0.5304547548294067
215,Can you please tell us your organisations current key priorities and or concerns,"To build gardens to feed community, teach community to feed themselves ad empower them to feed each other",neutral,0.9770776033401489
216,Can you please tell us your organisations current key priorities and or concerns,"Ensuring we maintain a consistent approach to delivery up to date, local and national news relevant to the current affairs at hand",approval,0.5345807671546936
217,Can you please tell us your organisations current key priorities and or concerns,Funding,neutral,0.8977287411689758
218,Can you please tell us your organisations current key priorities and or concerns,A venue/building fit for purpose. Operational funding.,approval,0.7886469960212708
219,Can you please tell us your organisations current key priorities and or concerns,Sustainable funding to the recipients,neutral,0.9668030738830566
220,Can you please tell us your organisations current key priorities and or concerns,Maintenance of buildings funds,neutral,0.9977896213531494
221,Can you please tell us your organisations current key priorities and or concerns,"Obtain funding for projects and getting volunteers to actually do something, not just say they are a volunteer ",neutral,0.870999813079834
222,Can you please tell us your organisations current key priorities and or concerns,Funding,neutral,0.8977287411689758
223,Can you please tell us your organisations current key priorities and or concerns,Continuing to provide our services Seeking funding support for promotion purposes,approval,0.9491510987281799
224,Can you please tell us your organisations current key priorities and or concerns,Maintaining our heritage railway Funding our operation and maintenance work,neutral,0.9815015196800232
225,Can you please tell us your organisations current key priorities and or concerns,An ability to continue providing choral entertainment to Members and public,approval,0.5480486750602722
226,Can you please tell us your organisations current key priorities and or concerns,"Having enough money to pay our monthly bills - gas, power and phone/internet",neutral,0.9943845272064209
227,Can you please tell us your organisations current key priorities and or concerns,Financial sustainability ,neutral,0.9935657382011414
228,Can you please tell us your organisations current key priorities and or concerns,Become predator free. ,neutral,0.9833353757858276
229,Can you please tell us your organisations current key priorities and or concerns,Meeting the needs of our volunteers and the people we serve. Are we still able to still meet their needs?,curiosity,0.5997189879417419
230,Can you please tell us your organisations current key priorities and or concerns,Educating teenagers,neutral,0.9927647709846497
231,Can you please tell us your organisations current key priorities and or concerns,"Education and safe, poison-free environment ",neutral,0.6889176964759827
232,Can you please tell us your organisations current key priorities and or concerns,Completing last stages of our new Creative Space building and bringing it fully into use.,approval,0.9834446907043457
233,Can you please tell us your organisations current key priorities and or concerns,Cultural tension ,neutral,0.985936164855957
234,Can you please tell us your organisations current key priorities and or concerns,Difficulty in obtaining funding from appropriate organisations.,disappointment,0.8237844705581665
235,Can you please tell us your organisations current key priorities and or concerns,Funding ,neutral,0.9851058721542358
236,Can you please tell us your organisations current key priorities and or concerns,Being able to maintain safe practice when boarders open.,caring,0.7267152070999146
237,Can you please tell us your organisations current key priorities and or concerns,Maintaining staff wellbeing with high stress levels and workloads. Meeting increased funder reporting requirements. Lack of support from governance Board members. ,neutral,0.6847279667854309
238,Can you please tell us your organisations current key priorities and or concerns,Key priorities are to provide a well-maintained facility available at a reasonable cost for the Community,desire,0.9488953948020935
239,Can you please tell us your organisations current key priorities and or concerns,As always - fundraising for grants,approval,0.892028272151947
240,Can you please tell us your organisations current key priorities and or concerns,"Ongoing sustainability of operations, we are still tracking with increased demand but managing with pre-Covid levels of resources.",approval,0.5768332481384277
241,Can you please tell us your organisations current key priorities and or concerns,Maintaining and increasing funding streams - ensuring vulnerable elderly get access to the vaccine,neutral,0.6317330598831177
242,Can you please tell us your organisations current key priorities and or concerns,Meeting the spiritual needs of the people in our church and community Providing a place where people can identify as an extended family / whānau whānui,approval,0.9907790422439575
243,Can you please tell us your organisations current key priorities and or concerns,"Main priority is increasing volunteer numbers and engagement, we have seen a definite drop off in volunteers since covid. ",approval,0.8439795970916748
244,Can you please tell us your organisations current key priorities and or concerns,Key priority is to build our fund to ensure flexible grant making into the community.,desire,0.5519466400146484
245,Can you please tell us your organisations current key priorities and or concerns,Our priority is to stay financially viable,caring,0.8855426907539368
246,Can you please tell us your organisations current key priorities and or concerns,Targeting our support to Māori and Pasifika communities,approval,0.8347777128219604
247,Can you please tell us your organisations current key priorities and or concerns,Community Wellbeing. Having the funding to continue our work.,neutral,0.7162626385688782
248,Can you please tell us your organisations current key priorities and or concerns,"Funding. I spent $20,000 of my own money over a 7-year period running the youth programme. I don’t regret it. It was amazing but I’d never do it the same way again. We got told over and over we weren’t a priority to fund our type of work that there was some kind of problem in our funding applications. Our area wasn’t ready for the programme in my opinion and there are limited funds available for that kind of programme. But people didn’t want to fund what we were offering - art workshops for at risk youth predominantly Māori. Probably Dingle foundation got a lot of the funding. I wasn’t the right person perhaps. I was for the youth but not for funders. There is too much competition in the youth space and not enough programmes to cover youth that need them in my opinion. But that part of my life is over now so I won’t be going back there again. Not after my experiences of how difficult it was to get funding. Even if funding was easier to obtain, I’ve done that part of my life now ",disapproval,0.6659557223320007
249,Can you please tell us your organisations current key priorities and or concerns,"Meeting the increasing needs of more women and teens from a wide geographic area, but not having the funding to operate nationwide. Our budget is around $125k and we get no government funding - none of this funding is secured and is likely to be eroded, just at a time when there is vastly increased demand for our services, and more opportunity to scale through tech like zoom",disappointment,0.6626753807067871
250,Can you please tell us your organisations current key priorities and or concerns,"Cultural representation, communication, and information",neutral,0.9971006512641907
251,Can you please tell us your organisations current key priorities and or concerns,"Our key priorities are sustainable growth - covering our operations funding while our projects and initiatives grow, at the same time as maintaining our relationships and cultural competency.",approval,0.41982394456863403
252,Can you please tell us your organisations current key priorities and or concerns,The gender pay gap.,neutral,0.9526707530021667
253,Can you please tell us your organisations current key priorities and or concerns,Increase the number of service users (reach more people and change more lives!). We need more reliable volunteers which is really hard at the moment.,approval,0.8061435222625732
254,Can you please tell us your organisations current key priorities and or concerns,"Community development, NFP support",neutral,0.9978922009468079
255,Can you please tell us your organisations current key priorities and or concerns,Increasing our reach and concentrating on developing solutions for the most significant social & environmental challenges we face. ,approval,0.9807232022285461
256,Can you please tell us your organisations current key priorities and or concerns,Sustaining current business model Growing new channels for income Building enduring partnerships Focus on donor centric best practice delivery,approval,0.9707801342010498
257,Can you please tell us your organisations current key priorities and or concerns,We would like to become more wheelchair friendly with a back door ramp. Would like to fund better seating and ultimately a bigger space so that we could deliver a better service for the growing need in our community,approval,0.9859338402748108
258,Can you please tell us your organisations current key priorities and or concerns,Strong youth voice. Pacific women leaders. Health and wellbeing. Healthy organisational resources.,neutral,0.9935368895530701
259,Can you please tell us your organisations current key priorities and or concerns,Increasing age of volunteers who are becoming tired of having to do the work that the younger members don't want to take on.,realization,0.4977426528930664
260,Can you please tell us your organisations current key priorities and or concerns,"Wellbeing through arts, culture and creativity. Changing the perception towards arts as a public good and as an investment in people in a community",approval,0.9319655299186707
261,Can you please tell us your organisations current key priorities and or concerns,Maintaining our standard of service - being able to keep all of our current services as well as put in place new services as the community asks for them. The concern is around staffing levels and the number of work hours staff have to fulfill these new services. Is there enough money to increase staff hours to cover the new work load? ,curiosity,0.8998451232910156
262,Can you please tell us your organisations current key priorities and or concerns,Make the best of what we can do,optimism,0.5286566615104675
263,Can you please tell us your organisations current key priorities and or concerns,Revenue growth Improved storytelling/marketing Delivery of our mission in the safest way ,neutral,0.6446115970611572
264,Can you please tell us your organisations current key priorities and or concerns,Inability to present concerts if at Covid level 2 or above.,neutral,0.7993305325508118
265,Can you please tell us your organisations current key priorities and or concerns,"Internal capacity to deliver bold social outcomes, and ensuring a sustainability model that enables us to keep up our work after current funding runs out",approval,0.7970616221427917
266,Can you please tell us your organisations current key priorities and or concerns,Recruiting new active members,optimism,0.28181594610214233
267,Can you please tell us your organisations current key priorities and or concerns,Finding alternative funding sources and getting government recognition of the service we provide,approval,0.9913305044174194
268,Can you please tell us your organisations current key priorities and or concerns,"Digital exclusion in the community, funding security, lack of housing in community and rental costs, employees treated unfairly, ",anger,0.6142318248748779
269,Can you please tell us your organisations current key priorities and or concerns,We need a larger building due to increase demand for our services and increase in donated goods. Our landlord has denied permission to increase our building size and has not renewed our lease. We need to more off the current site. We are concerned we will not be able to find a suitable premises at a price we can afford to pay in rent.,disapproval,0.7974715232849121
270,Can you please tell us your organisations current key priorities and or concerns,Support on the settlement of Filipino migrants in Southland,neutral,0.5684565901756287
271,Can you please tell us your organisations current key priorities and or concerns,"Staff recruitment and retention. Prioritise funding for the district.ie more from gaming less from P&L account to conserve funds. Enacted a ""rainy day fund"".",approval,0.9703086018562317
272,Can you please tell us your organisations current key priorities and or concerns,"Ageing client base, with generalised increased anxiety.",nervousness,0.8921154737472534
273,Can you please tell us your organisations current key priorities and or concerns,"Our main priorities are unchanged. We experienced staff turnover during Covid, at all levels from Governance to volunteers, and in 20201 we are allowing time for these changes to settle in and people to find their place. ",realization,0.862927258014679
274,Can you please tell us your organisations current key priorities and or concerns,Funding those who need it the most. Improved impact with and for community. Fairer access to opportunities and resources for communities who experience exclusion/disadvantage. Advancing aspirations of Mana Whenua in our region.,approval,0.9006951451301575
275,Can you please tell us your organisations current key priorities and or concerns,Children's and whānau wellness and education.,neutral,0.9963120818138123
276,Can you please tell us your organisations current key priorities and or concerns,Getting government support for the Dementia Action Plan,approval,0.9813414812088013
277,Can you please tell us your organisations current key priorities and or concerns,Medium to long term funding,neutral,0.9979386925697327
278,Can you please tell us your organisations current key priorities and or concerns,"Finding more employees, Training current staff Building back up to viability",approval,0.9450191259384155
279,Can you please tell us your organisations current key priorities and or concerns,"Ensuring COVID-19 protocols are met and keeping Residents, Staff and families safe",neutral,0.974886417388916
280,Can you please tell us your organisations current key priorities and or concerns,Stopping food waste and redirecting it to those who benefit the most,neutral,0.8782225847244263
281,Can you please tell us your organisations current key priorities and or concerns,"Maintaining cash flow, retaining staff, trading back to surplus, finding alternate funding sources",neutral,0.9216282963752747
282,Can you please tell us your organisations current key priorities and or concerns,Global supply chain.,neutral,0.9918694496154785
283,Can you please tell us your organisations current key priorities and or concerns,Finding funding to repair an ageing building,approval,0.7701634764671326
284,Can you please tell us your organisations current key priorities and or concerns,Ensuring the hauora of the people we support,approval,0.9756843447685242
285,Can you please tell us your organisations current key priorities and or concerns,Getting organisations to think about their Volunteer especially how they can offer more ways of working and tell us about their Volunteer roles.,neutral,0.9854503870010376
286,Can you please tell us your organisations current key priorities and or concerns,"Funding, events, membership",neutral,0.9981184005737305
287,Can you please tell us your organisations current key priorities and or concerns,Co-designing new activities with our target audience ,approval,0.9093345999717712
288,Can you please tell us your organisations current key priorities and or concerns,"Our key priorities are to keep our members connected, informed and up to date. Hosting inclusive, relevant and informative network meetings, newsletter publications, radio broadcasts etc. Obtaining funding is an ongoing concern. Another concern is getting and retaining a board that is engaged and work well together.",approval,0.9266296625137329
289,Can you please tell us your organisations current key priorities and or concerns,Generating sustainable income to stay open so not reliant upon grants,neutral,0.7034350037574768
290,Can you please tell us your organisations current key priorities and or concerns,"Advocacy at all levels, awareness at all level & provide services at all level for the wellington region communities in Hearing Health.",approval,0.46036362648010254
291,Can you please tell us your organisations current key priorities and or concerns,Long term Housing especially for those who can't get out of motels. Family Violence Support for volunteers ,neutral,0.9839572906494141
292,Can you please tell us your organisations current key priorities and or concerns,"Funding to keep us afloat, accommodation with storage facilities, funding for capex",neutral,0.9429715275764465
293,Can you please tell us your organisations current key priorities and or concerns,"There is a clear view that we must “Rebuild Better” with a focus on health and wellbeing, creating sustainable jobs, a Just Transition approach to restructuring, workers having a better say on issues at work, and an active government strategy to address inequality",approval,0.970746636390686
294,Can you please tell us your organisations current key priorities and or concerns,Bit of a general question Procurement transparency under COVID,neutral,0.9958413243293762
295,Can you please tell us your organisations current key priorities and or concerns,"Sustainable funding streams, and how to support organisational growth.",neutral,0.6856563091278076
296,Can you please tell us your organisations current key priorities and or concerns,Larger providers squeezing the smaller organisation out of the market due to the re-tendering of disability support contracts. ,neutral,0.9803978800773621
297,Can you please tell us your organisations current key priorities and or concerns,"Is the community sector required in a political context of growing bureaucracy at both Central and Local Government, and the dependence on a charity model to carry wellbeing",neutral,0.9423812627792358
298,Can you please tell us your organisations current key priorities and or concerns,Maintaining the status quo,neutral,0.9980820417404175
0,Can you tell us a short story about your experiences,No time,neutral,0.9953595995903015
1,Can you tell us a short story about your experiences,"I'm on heart medication for stress directly related to the effects of Covid and keeping the doors open to meet the needs of our families, stakeholders and staff",neutral,0.682094156742096
2,Can you tell us a short story about your experiences,We work with many very vulnerable people who would become very ill or die if they got covid. This has been very stressful. Pre vaccination there was the worry for staff that they will contract covid and pass it on to our service users. This has been alleviated a little since vaccination but stress levels will rise again if borders are opened. ,sadness,0.5455648899078369
3,Can you tell us a short story about your experiences,"The uncertainty of Covid19 has had a detrimental impact on the emotional/ moral of staff and volunteers, in some ways it has drawn us together but it has also tired people worrying about stuff. I think the entire country is more stressed than usual and it can be seen with how scratchy people are with each other when normally they would be kinder. Having said that Covid has done a lot of positive things for us too, in terms of funding, the availability of new mental health resources, the use of technology in new ways to bring people together. All in all, it has been a mixed bag but feels more positive than negative. Just worrying now about the effect of border opening, not sure the team of 5 million are ready for that.",approval,0.9428976774215698
4,Can you tell us a short story about your experiences,Added stress since COVID 19 lockdown last year supporting staff and our clients ,approval,0.4871058762073517
5,Can you tell us a short story about your experiences,"It has been very stressful maintaining enough funds to continue providing our services in general. The ONLY reason we have survived financially is because we have a social enterprise which brings in some sustainable funds. There are now less funders to apply to owing to changes in their criteria, area of cover etc and because we are a fairly new organisation that was established only 4 years ago, we have struggled to prove the necessity for our services. Our Manager has been running the organisation for 4 years in a voluntary capacity and works 40+ hours per week and also has a health condition that has an impact on her overall wellbeing and stress levels. ",sadness,0.955898106098175
6,Can you tell us a short story about your experiences,"Good, regular communication with staff was key, listening to their concerns & recognising that although we were all in it together, we each faced different challenges during Covid & needed support to work through them.",approval,0.8091868758201599
7,Can you tell us a short story about your experiences,"The whanau are often called vulnerable people. During lockdown we were informed by several whanau that they do not consider themselves vulnerable but they considered those needing to stay home, not work etc as being more vulnerable",neutral,0.9851994514465332
8,Can you tell us a short story about your experiences,No problems at all within our organisation.,approval,0.8389147520065308
9,Can you tell us a short story about your experiences,"It has been particularly hard for new refugees because of not knowing the systems, language and cultural barriers especially during the lockdown as information was not getting across because of lack of people to interpret or translate. Overseas travel limits have increased isolation and anxiety and most of the family is left behind. Covid situation back in their country is a worry too. ",fear,0.5288053750991821
10,Can you tell us a short story about your experiences,The financial insecurity of the facilitator has meant higher stress and awareness that keeping time set aside for voluntary work impedes earning power.,realization,0.9334326386451721
11,Can you tell us a short story about your experiences,"During covid it was quiet and no one was able to engage in the services we do because of social distancing. This led us to a degree of stress to rethink what we do and how we do it. So, we sat it out and brought another concept into play instead. Diversifying was helpful to make our key service 3rd or 4th on the list and our 3rd and 4th services First - swapped around. It has kept us in popularity and is working.",realization,0.9851163029670715
12,Can you tell us a short story about your experiences,The stress levels have risen so high and I have been put on Oxygen Therapy to cope in the meantime.,neutral,0.9384055733680725
13,Can you tell us a short story about your experiences,"We deal with a lot of depression as a result of isolation and Covid-19. So, we do a lot more counselling.",approval,0.9564590454101562
14,Can you tell us a short story about your experiences,"It has been challenging to sustain the financial wellbeing of the key workers and to consider how to get in more support for their multi-focused roles necessitated by the loss of funding (one major funder) , covid, ending of a three-year research pilot. The relationships in the group are close, trusted and supportive, and this has made a huge difference. It has also helped that as an organisation we were already familiar with online collaboration as we are situated in different areas of the country. ",realization,0.5523615479469299
15,Can you tell us a short story about your experiences,"We have supported refugee families who have no whanau networks in NZ, they are grateful, tearful and thankful especially those with kids and unemployed due to Covid",caring,0.8804186582565308
16,Can you tell us a short story about your experiences,We have a number of staff with close relatives overseas who have still been unable to visit those relatives. This has taken a real toll.,neutral,0.9576692581176758
17,Can you tell us a short story about your experiences,"Identifying those with skills to teach and share learnings within our community, learning to use Zoom and Teams to conduct meetings and share resources etc.",neutral,0.7394782304763794
18,Can you tell us a short story about your experiences,"We found that our meetings using zoom were shorter than when we meet face to face. However, we enjoy being together now.",joy,0.9820024967193604
19,Can you tell us a short story about your experiences,"For staff and volunteers with family in other countries, death of those close to them has been very hard",sadness,0.9658090472221375
20,Can you tell us a short story about your experiences,During Covid 1 lockdown we accommodated 5 youth on another floor. These youth recorded an album while in lockdown. We struggled to feed them but got assistance from city mission.,neutral,0.9570095539093018
21,Can you tell us a short story about your experiences,We had many delays in delivering our programmes throughout the lock downs but manage to deliver our three core programmes throughout the first part of 2021.,disappointment,0.9508523941040039
22,Can you tell us a short story about your experiences,The ever-present media stories that have negative stories. These create a sense of unease and fear.,disapproval,0.2919601798057556
23,Can you tell us a short story about your experiences,It has been hard for people who have lost close relatives overseas without being able to travel and see their distant whanau.,sadness,0.8392568230628967
24,Can you tell us a short story about your experiences,Our people found it very hard to be isolated - we did profiles on our volunteers during lockdown to capture their experiences.,neutral,0.5829343199729919
25,Can you tell us a short story about your experiences,More loads on staff to emotionally support/offer council/and ear to centre members,neutral,0.9909961223602295
26,Can you tell us a short story about your experiences,We were sorry to have to stop our working bees and shut our Library as it provides an important community connection for our group. The library is well used by visitors to the garden. People still walked through and visited our open garden but couldn’t engage in the same way. ,remorse,0.7421535849571228
27,Can you tell us a short story about your experiences,I have personally continued pretty much as before. Working for change. I have become much more adept at online meetings/webinars etc and comfortable with them. I am not trying to be expert on all things though so rely on other members of the SOC team to lead us through the digital arena.,approval,0.7406876683235168
28,Can you tell us a short story about your experiences,"The stress of lockdown on our new staff including the director, both strained and strengthened our relationships on the board and between staff members. This strain highlighted problem areas - particularly, the imbalance in various work load(s). This has resulted in a review of practice, the results of which are now being actioned to futureproof our organisation through upgrading and improving our policies and processes, and ensuring better support is available and accessed by our staff. ",approval,0.9726696014404297
29,Can you tell us a short story about your experiences,Not really.,disapproval,0.8917694687843323
30,Can you tell us a short story about your experiences,Financially we are fine because the Govt wage subsidy covered the loss we made while closed.,approval,0.842286229133606
31,Can you tell us a short story about your experiences,"We hired a staff member that started on the first day of lock down. We were able to get her the resources they needed to do some of her role from home, but it was a very difficult induction into our organisation and the services we provide. We weren't able to train as we normally would, because we only really had the time to catch up by phone. I was the only staff member still providing our services throughout lockdown (we are considered an essential service), so the whole situation was less than ideal. It made her whole start with the organisation harder and her own personal circumstances were quite severely affected by Covid, so they couldn't settle into the role and didn't end up staying with us for very long after we returned to level 2. The whole process (while completely outside our control) was costly for our organisation as we are trying to grow the service, so any recruitment setbacks are quite costly both financially and emotionally.",disappointment,0.4825930595397949
32,Can you tell us a short story about your experiences,With our charity receiving preloved bikes which we service and be able to gift to our local families and communities to be able to ride safely and be able to remove oneself from home and the situation and just ride and destress,love,0.9786956906318665
33,Can you tell us a short story about your experiences,"The effect of Covid has been insidious. The pace of implementation, especially a vaccine has been very poor and disconcerting. Having family out of NZ and seeing exemptions made for some individuals and groups has generated inequity and a sense of unfairness. All the above creates its own emotional toll.",realization,0.8557522296905518
34,Can you tell us a short story about your experiences,"Some of the stress included trying to be flexible as an organisation (i.e., Ensure staff could work from home etc) but also trying to ensure that we were still fulfilling our obligations to community. In moments like COVID you realise that you and your staff are also community, and families themselves, so they have emotional and financial needs that need securing. The move to do more zoom was a pro and con. Pro in that we could have some great hui and keep things moving, con in that some hui can now go back-to-back. Doing more sometimes means we are thinking and looking after ourselves less. Finding that right balance is very important.",neutral,0.7564764022827148
35,Can you tell us a short story about your experiences,"Issues in the areas of wellbeing and emotional / morale status, stress levels have come to the fore.it is hard to give one story as there are many and we are still having issues. Although we are moving towards positive assistance / methods it is still a very, very trying time. Dealing with personalities is hard enough but when fear, uncertainty, and change is added to the mix it becomes so, so stressful. Especially when they put the problem at your feet and expect you to fix it or have all the answers. This has led to self-doubt.",caring,0.8172136545181274
36,Can you tell us a short story about your experiences,It was extremely difficult to plan and deliver events ,disapproval,0.755723774433136
37,Can you tell us a short story about your experiences,Worry and tragedy with people with family overseas some board members losing energy due to huge pressures,fear,0.5526238679885864
38,Can you tell us a short story about your experiences,"The closure of some of our small businesses had an impact on our community, you feel for them, who would have thought that a pandemic would destroy small businesses and cause depression for a lot of people, I spoke to a person who lived in their van, freedom camper, he said he had their own business and home but lost all of it due to covid lockdown, marriage and family break up, sad situation. ",sadness,0.9670259952545166
39,Can you tell us a short story about your experiences,"Team is small, and remained spread out throughout NZ. Nevertheless, lockdown enabled outstanding tasks to be completed.",neutral,0.9158179759979248
40,Can you tell us a short story about your experiences,"Sadly, our family lost our beloved family member 2 weeks after the First Lockdown in April 2020. As a family we could not physically visit her in hospital and we could not be with her through the funeral process and we had to grieve from home. Second lockdown in August to September 2020 it was clearly harder for me as I longed for my sibling, missed the conversation and missed the everyday connection with people like my family, friends and work colleagues",sadness,0.848606526851654
41,Can you tell us a short story about your experiences,It was challenging to manage level 2 hospitality requirements for clients who while they didn't want to get covid-19 also didn't want to adhere to the protocols required. They just wanted to relax as they'd used to while on our premise and we had to stay vigilant.,disappointment,0.567231297492981
42,Can you tell us a short story about your experiences,"Our service provides education mentoring support to rangatahi Māori. This was made extremely hard during Lock Down due to young people not knowing how to zoom and basically over time feeling like they'll just ""ride it out"" which meant a lot more coms om our part to whānau and the people too.",sadness,0.8482649922370911
43,Can you tell us a short story about your experiences,"Lots of adults had an increase of stress in their private lives (e.g., financial worries) and made it harder on them to positively interact with the youth. Not all our families had access to internet/devices",approval,0.34047794342041016
44,Can you tell us a short story about your experiences,I did not cope well with the pandemic however was well supported.,disappointment,0.8188466429710388
45,Can you tell us a short story about your experiences,"Our organisation moved quickly to provide resources to those in need. Utilised staff help with tasks. Once other organisations were up and running, we handed over these tasks as it was not our core role",neutral,0.7616398334503174
46,Can you tell us a short story about your experiences,Working from home ,neutral,0.9637425541877747
47,Can you tell us a short story about your experiences,"People seem to lose the plot much quicker. People seem to be less tolerant of ""users of the system"". Clients seem to be more ""entitled"" and demanding - government handouts are ""expected""!",approval,0.5795858502388
48,Can you tell us a short story about your experiences,I did feel a strong conflict with my personal need for safety during the lockdown and the need to support the workers in my organisation. Reconciling the two needs caused stress which I am still dealing with. ,approval,0.49537622928619385
49,Can you tell us a short story about your experiences,We received a 32% increase in requests for support in 2020 but this has since returned to normal levels.,realization,0.5873056650161743
50,Can you tell us a short story about your experiences,Change in attitude of senior volunteers . Not returning to op shops ,approval,0.7486435174942017
51,Can you tell us a short story about your experiences,"In 2020 worked well together to manage wellbeing and morale. Staff and students have come into 2021 tired and will little in reserve. 2021 has definitely been more challenging in terms of moral and wellbeing of staff, volunteers and students ",disappointment,0.5045720934867859
52,Can you tell us a short story about your experiences,The part that impacted the most was the not knowing if and when an event could take place,sadness,0.48483121395111084
53,Can you tell us a short story about your experiences,During the Lockdown I attended a course at Yale University on the Science of Well-Being which I found very enlightening. I passed with 83%,approval,0.8766297101974487
54,Can you tell us a short story about your experiences,"Religion is important to people in our community, enough for people to consider breaking rules or putting themselves and other in vulnerable situations during Covid-19 restrictions. Our leadership team had to make decisions on behalf of the trust members to close the hall so no gatherings could occur, provide some online services my religious leaders and strongly promote people to follow the government rules. This is difficult when people put religion above health and wellbeing of the community.",approval,0.7990562915802002
55,Can you tell us a short story about your experiences,"We as an organisation needed to fine tune our direct communication with tangata, in doing so, we realised that us reaching out to tangata fast tracked us to being real and follow through with words into realistic action. Worked hard at assisting people to be supported in their growing independence. We saw people becoming more resilient and self-reliant as a result. Quite a few people are no longer requiring our services as they saw an opportunity to change their lives and thrive by seizing new opportunities such as training and employment. The positive results with some people completely blew us out of the water. I think we have grown as a team and are working with people more dynamically, creatively, flexibly and delivering services to people’s individual needs.",realization,0.9921653270721436
56,Can you tell us a short story about your experiences,"The levels of stress have applied to all of us in different ways. A number of our team had family overseas and have chosen to return home. Being under resourced increased workload, however uncertainty of work created stresses in itself. With the borders closed our tourism sailings were reduced meaning little or no work for crew. Making decisions to redeploy crew on maintenance or go sailing at a loss on a daily basis was very stressful. ",sadness,0.39251670241355896
57,Can you tell us a short story about your experiences,"As a virtual organisation we were equipped and used to working remotely and in high trust ways which Covid required. We lost a couple of part time staff who need full time jobs to support household income but overall, morale in our team has remained high. What has been stressful is forward planning in uncertainty - many of our 2020 funded workshops were delayed until 2021, which has then impacted on our 2021 programme and next tranches of grant funding applications etc. It's meant we work/plan with a 3–4-month horizon at present rather than a 12 month one as we did previously. ",disappointment,0.964880108833313
58,Can you tell us a short story about your experiences,"Family who have disabilities and live-in community housing have been more isolated, vocational centres shut down and communication either non-existent for a time or very slow. Staff working longer hours to support family members.",neutral,0.6785835027694702
59,Can you tell us a short story about your experiences,Members have found levels of kindness and a willingness to help which assisted in the wellbeing of their communities,approval,0.9735996127128601
60,Can you tell us a short story about your experiences,We have done pretty well as we were already working remotely before COVID and we haven't had any major personal challenges during this past year. We've remained mindful of both board and staff wellbeing and the necessity to take breaks and build in manageable workloads. We have really come together as a whanau - board and staff - to support each other over this time.,approval,0.8949123024940491
61,Can you tell us a short story about your experiences,"Fulfilling the role of Essential Workers during COVID lockdown allowed our organisation to maintain contact with those in our community (urban and rural) when nobody else was able to. We view our perspective as one of having knowledge before COVID, maintaining relationships during a time of isolation and having a greater ability to support our community post COVID.",approval,0.9443910121917725
