row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
625e5d3ee50e5ec3a325f2e397fb0287bb5d6036,Senior manager,1,1,0,0,0,0,,1-5 staff,21-50 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","up to $12,000","$6,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,Remained closed for an extended period because the majority of our volunteer base is in the 70+ age group.,We have made some changes to how we deliver services because of COVID-19,We have removed all interactive displays.,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,1,1,1,0,1,1,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,,Priority is to keep our staff/volunteers safe. To provide our facility for the public in a safe way and to develop our on-line profile.,,,,,,,We have remained closed until the volunteers were willing to return. Followed the recommendations re Health & Safety and paid staff have worked from home.,Cut some services,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,,,,,,,Not applicable,,Nil,6 Very confident,More volunteers,,,Digital technology,,,Fundraising,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,,,The way we present our selves to the public. There has been a emphasis in interactivity in the past- this may have to change in the long term. Use social media more diligently.,I am disappointed that there has been absolutely no recognition of the importance of the volunteer contribution to our economy at this time. They appear to be ignored yet we could not operate without them.,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
62ed730d8dbb34c00432275d1270ac083b9e61a5,Chief Executive or Executive Director,1,0,0,0,0,0,,6-10 staff,21-50 volunteers,"$125,000 to under $2 million",Youth development,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$40,000 ","$40,000.00 ",,,We have had to make some small increases in our service delivery to respond to COVID-19,Received a donation specifically towards COVID-19 response on top of existing work.,We have made some changes to how we deliver services because of COVID-19,"Moving events online, staff working from home more, developing online training offerings",We have sufficient funds to maintain staff and activity for four to five months,1,0,0,1,0,1,0,0,"Lack of government acknowledgment/response of challenges impacting rainbow communities more than general population, projects on hold/unable to plan for future well, loss of income",0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,,,,,,Increase staff,,,,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,,,,,Donation from a private trust for response work to COVID-19,"Running some events online - young people have expressed preference for it, more accessible for them. Regular zoom team meetings to connect all staff (as based around the country).",6 Very confident,,,,,,Grant writing,Fundraising,,,Leadership,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
62fa08245c4a2c30cf96c628a9a67069212b9e2d,Chief Executive or Executive Director,0,1,0,0,0,0,,1-5 staff,21-50 volunteers,"$125,000 to under $2 million",Employment,,We work both in and outside of Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$80,000 ","$80,000.00 ",,,We have maintained services at the same level,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for more than one year,1,0,1,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,,,,,,,,,,,,,,,,,,,,Collaboration between organisations,Mergers of organisations,,Strengthening financial and management knowledge and skills in the sector,,Access to information and data in one place,,,How quickly an organisation can adapt and deliver new initiatives,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
62fc103a2fb7d8d4a76c35496bdc10e46a063692,Chief Executive or Executive Director,0,0,1,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,We have had to substantially expand our services to respond to COVID-19,Open 24/7 for the whole of our region and more,We have made some changes to how we deliver services because of COVID-19,No one sitting and eating controlled numbers inside our drop in,We have sufficient funds to maintain staff and activity for up to one month,0,0,1,0,0,1,1,0,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,Not applicable,,,Seek new funding sources,,,,,,,,,,,New funding sources,,Donated goods and services,,,,1 Very pessimistic,,,,,,,Fundraising,,,,,,,,,,,,,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,,
632e1f47c5d656fc594652214ba3b2a89c7d8684,Chief Executive or Executive Director,0,1,0,0,0,0,,6-10 staff,1-5 volunteers,"$125,000 to under $2 million",Health,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$750,000 ","$750,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,"We have made these changes both in response to the Alert level restrictions, in particular relating to face to face engagement and travel, and in order to manage the financial impact of the crisis.",We have made some changes to how we deliver services because of COVID-19,We have always had a strong focus on online services but this has increased as we have been unable to deliver services face to face,We have sufficient funds to maintain staff and activity for four to five months,1,0,0,1,1,1,0,0,,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,,Finding the optimum balance between delivering services and managing the financial impact of the crisis so we remain sustainable in the long term. Taking the opportunities the new environment offers to work differently and more collaboratively Supporting our team through sixths uncertain and rapidly changing context.,,,,,,,Changed hours for staff to reduce costs,Cut some services,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,Voluntary support,Donated goods and services,,,,5 Somewhat confident,,,,,,,,,,,,,We are well placed with the specific skills listed above. What we need is some certainty about the funding environment for Charities like ours. Of course funding is never certain in our sector but the crisis has made that worse and until we know if the funding sources are going to come back on line or are going to be replaced then the situation is too uncertain to make useful plans,Collaboration between organisations,Mergers of organisations,,,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,"The resilience of the team, they have been great!",,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
6367801917398a67809a9e88ef21e01816325068,Chief Executive or Executive Director,0,0,0,0,0,1,,1-5 staff,1-5 volunteers,"$125,000 to under $2 million",Environment,,We work both in and outside of Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",,,,,We have maintained services at the same level,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for more than one year,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,,More volunteers,,,,,,Fundraising,,,Leadership,,Marketing and communications,,Collaboration between organisations,,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,,,Yes,,,,"No, I do not wish to be contacted"
63d07682eefb105ba73afd680b227680a7a3214d,Board member/trustee,1,1,0,0,0,0,,1-5 staff,1-5 volunteers,"Under $125,000",Health,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)","$2,000 ","$2,000.00 ",,,We have had to make small cuts to our services because of COVID-19,"Completely shut down during Levels 3 & 4, constrained by level 3 but now fully operational",We have made minor changes to how we deliver services because of COVID-19,See above,We have sufficient funds to maintain staff and activity for more than one year,1,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Funding opportunities,,,,,,,Staff maintained due to Government subsidy,Cut some services,,,,,,,,See previous,Government COVID-19 wage subsidy scheme,,,,,,,,,5 Somewhat confident,More volunteers,,,,,Grant writing,Fundraising,,,Leadership,,,,,,,,,,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
640b9756d29ff0dcafaf4f0ba824c4e2d436df0e,Community worker or service provider,1,1,1,0,0,0,,1-5 staff,21-50 volunteers,"Under $125,000",,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","30,000-40,000","$35,000.00 ",,,We have maintained services at the same level,,We have made minor changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for four to five months,1,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Key concern is our financial viability. We rely 50% on community grants and these are going to be reduced or not available,,,,,Increase volunteer support,,,Cut some services,,,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,,5 Somewhat confident,More volunteers,,,,,,Fundraising,,,,,,,,,,,,,Funding to cover salaries and operational costs,,Life is to short and we don't need to be bogged down and over work. Meeting don't need to be face to face we can use more technology and work more flexible hours,,Yes,,,,"No, I do not wish to be contacted"
645bcdc1d774224c2cead92b1db099b3a46b46e5,Senior manager,0,0,1,0,0,0,Registered Charity,No paid staff,11-20 volunteers,"Under $125,000",Health,,We work only in Aotearoa New Zealand,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","10,000","$10,000.00 ",,,We have had to substantially expand our services to respond to COVID-19,We provide food for our region and the wider community. Due to COVID-19 we have found an increase in families requiring food security due to loss or reduction in income.,We have made major changes to how we deliver services because of COVID-19,All food items are pre-bagged to reduce excess going to one family over another. This allows an equal portion to go to all families. Costs incurred will be purchasing paper bags to supply food in and distribute,We have sufficient funds to maintain staff and activity for up to one month,1,0,1,1,1,0,0,1,,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,,Funding for updated equipment. Ongoing operational costs. We are unsure of funding for these requirements due to a decrease in available funding where we meet the criteria,,,Reduce volunteer support,,,,,,Seek new funding sources,,Develop new in-person service offerings,,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,,,,,,Donated goods and services,,,We operate a drive-through system for those in vehicles that allows them to stay in their vehicles while we provide their food in their vehicles. This maintains social distancing and reduces any possible conflict.,6 Very confident,,,,Digital technology,,Grant writing,Fundraising,Resources to manage volunteers,,,,Marketing and communications,,Collaboration between organisations,,,,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,How to operate as an essential service to provide security to our volunteers and our clients,,Yes,"Yes, I am willing to be surveyed again",,,
64694f2e99f85d616051d39b34e595baf1dfff6d,Board member/trustee,1,0,0,0,0,0,,No paid staff,1-5 volunteers,"Under $125,000",Other (please specify),Education,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,All ethnic groups,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",2000,"$2,000.00 ",,,We have maintained services at the same level,,We have made major changes to how we deliver services because of COVID-19,Teachers have had to become professional in use of internet platforms for teaching at their own expense and time.,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,0,0,0,0,0,0,Obtaining grants from funders and having tutors visit for workshops as travel is limited.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Maintaining personal contact with tutors in our region and being able to meet and provide concerts for rest homes and community.,,,,,,,A lot more internet time doing all sorts of stuff.,,,Deliver more remote online or phone services,,,,,,,,,,,,,,,"Zoom, FaceTime, WhatsApp. Skype",6 Very confident,,,,,,,Fundraising,,,,,,,,,,,,Access to information and data in one place,,,Zoom.,Thank you for your time and support.,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed",,
647949cda7bd40365af30e30f82ef7a71dff8124,Senior manager,1,0,0,0,0,0,,More than 50 staff,6-10 volunteers,$2 million to under $30 million,,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",$800k,"$800,000.00 ",,,We have had to make small cuts to our services because of COVID-19,Volunteers could not operate in the community and community nursing changed its style of operation,We have made some changes to how we deliver services because of COVID-19,"Most changes are temporary, we have started a new service and begun a trial of a new service in volunteering",We have sufficient funds to maintain staff and activity for six to 12 months,1,1,1,0,0,0,0,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,,Replacement of retail income lost that provides payroll for a large group of staff. Planned progress halted due to above. Inadequate government funding for an essential service.,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,Too soon to say as yet,6 Very confident,More volunteers,,,Digital technology,,,,Resources to manage volunteers,,,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,People hold their passion and stay on board if the organisation shows its operations have been well thought out. Fear and anxiety are tangible for many. Opportunity knocks,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results","No, I do not wish to be contacted"
657c9f31034eef5f5fe5a99ec565b78258416316,Chief Executive or Executive Director,1,1,1,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000",Community and social services,,We work both in and outside of Aotearoa New Zealand,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",$10g,"$10,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,Only younger members able to do service older members more phone support,We have sufficient funds to maintain staff and activity for two to three months,1,0,1,1,1,0,1,0,,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,,Knowing our parameters,,,,,Increase volunteer support,,,Cut some services,,Deliver more remote online or phone services,,,,,,,,,,,Voluntary support,,,,Adopting specific areas of need.,6 Very confident,More volunteers,,,,Legal obligations,,,,,,,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,Access to information and data in one place,,,Priorities,Thanks for taking the time to ask these questions.,Yes,"Yes, I am willing to be surveyed again",,,
65ba7dff081cdc7257467befd9ed12ac3e975b8d,Administration/Coordination,0,1,0,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$8,000.00 ","$8,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,The Club has been unable to perform and our regular places and we have been advised that it will probably remain that way for some time.,We have made major changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for two to three months,1,0,0,0,0,0,0,0,Older members are reluctant o come out,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,At the moment our priority is to maintain membership and give them an opportunity to get together,,,,,,Not applicable,Stop free performance workshops until we are in a better financial position,,,,,,,,,"The club has followed he COVID rules strictly,reintroducing club events at our hall only.",,,,New funding sources,,,,,we have introduced more evens at our hall to maintain the connection with our members,6 Very confident,,,,,,,Fundraising,,,,,,,,,,Strengthening financial and management knowledge and skills in the sector,,Access to information and data in one place,Funding to cover salaries and operational costs,,How to adapt to changing circumstances without our members feeling neglected,"As a very small organisation, Approx 100 members, we are now looking at where we can access grants and new fundraising ideas",Yes,"Yes, I am willing to be surveyed again",,,
65eca2a93eccb3f7a2a19156c5b6eef991e5af97,Community worker or service provider,1,1,0,0,0,0,,1-5 staff,6-10 volunteers,"Under $125,000",Education and research,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",10000,"$10,000.00 ",,,We have had to make small cuts to our services because of COVID-19,We are open for fewer hours. We anticipate our funders will have less to help us with. We could not do our annual seminar and lost a month of assessment and tuition income.,We have made some changes to how we deliver services because of COVID-19,We have had to start taking contact registers. We have had volunteers and staff unable or unwilling to come to the office due to COVID-19. We have to try and keep social distancing. We contact trace and provide hand sanitiser.,We have sufficient funds to maintain staff and activity for six to 12 months,1,1,0,1,1,0,1,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,"We expect our clients to be hard hit if there is an economic downturn. A lot of our tutors and volunteers are of a vulnerable age so if COVID-19 returns, we may have trouble tutoring. We have received a gift of laptops to help in case this happens again so the tutors can teach via Zoom.",,,,,,Not applicable,,,,Deliver more remote online or phone services,,Reduce service costs to users,,,,,Government COVID-19 wage subsidy scheme,,,,,Donated goods and services,,,Zoom meetings. Saving things on Google docs to work on collaboratively from a distance.,5 Somewhat confident,More volunteers,Advice on how you can operate within COVID-19 restrictions,,,,,,Resources to manage volunteers,,,,Marketing and communications,,Collaboration between organisations,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,How to wash my hands very well.,I think we will see flow-on effects as we move out of lockdown and the reality of demoralising job-losses strike the community. At the moment it is all new.,Yes,"Yes, I am willing to be surveyed again",,,
65fefea3e8c8ba471af3df03fb55a6f9006e52ef,Chair/President,0,1,1,0,0,0,sports club,1-5 staff,6-10 volunteers,"Under $125,000",Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",$500-$1000,$750.00 ,,,We have maintained services at the same level,,We have made minor changes to how we deliver services because of COVID-19,mindful of the space between people in the clubhouse and keeping safe on the grounds ie no handling of the equipment,We have sufficient funds to maintain staff and activity for more than one year,1,1,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,,,,,,,,,We have carried on as per usual.,,,,,,,,Not applicable,,,,,New funding sources,,,,,,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,,,,,Fundraising,,,,,,,,,,,,Access to information and data in one place,,,to continue to keep in touch with our club members and adjust to the restrictions put in place throughout NZ,,Yes,,,,"No, I do not wish to be contacted"
666361684d47e3914d3e77ce2263a391ae16e8a8,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,6-10 volunteers,"$125,000 to under $2 million",Refugee and migrant communities,,We work only in Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Asian,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",not sure as I am forecasting loss end of year,,,,We have had to make small cuts to our services because of COVID-19,"moving on line, delaying events to later in the year",We have made some changes to how we deliver services because of COVID-19,online workshops,We have sufficient funds to maintain staff and activity for four to five months,1,1,0,1,0,0,0,1,,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,,funding next year,,,,,,,"non of the above at the moment as we have continued to deliver services, however I see changes happening at the end of this year or next Feb etc depending on Funding",,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,4 Slightly confident,,,,Digital technology,,,Fundraising,,,,,,,Collaboration between organisations,Mergers of organisations,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,do we need to have an office. and staff who you think manage change found it very hard and those who I think need support were the ones who surprised - learning never think you know someone!,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
666f3fcaa4aa8273b5f3dde569cb7e9595f86342,Chief Executive or Executive Director,1,0,0,0,0,1,,1-5 staff,11-20 volunteers,"$125,000 to under $2 million","Grant making, fundraising and voluntarism promotion",,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$34,000 ","$34,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,"Loss of income from grants for our Marketing Fundraising Coordinator, and CRM costs.",We have made some changes to how we deliver services because of COVID-19,Established our region’s COVID-19 Emergency Response Fund.,We have sufficient funds to maintain staff and activity for four to five months,0,1,0,1,1,1,0,1,,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,Reduce staff wages and salaries,,,,,,,,,,,,,Not applicable,We already worked remotely and utilised online platforms for communication and working.,,,,,,,Not applicable,"We were not eligible for Government assistance, as we hadn't made a big enough loss.",Meetings by Zoom,6 Very confident,,,,,,,,,,,,,Operational funding,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,"How useful it was collaborating on fund delivery for our region’s COVID-19 Emergency Response Fund with MSD, Civil Defence and DHB.",,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
66b07686ca709da1b2c6172a1760a98a04e8e5d4,Senior manager,1,0,0,0,0,0,,1-5 staff,6-10 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$30,000.00 ","$30,000.00 ",,,We have had to make small cuts to our services because of COVID-19,Keeping people safe,We have made some changes to how we deliver services because of COVID-19,All around keeping the people we work with safe and limiting how we use the space.,We have sufficient funds to maintain staff and activity for two to three months,1,0,1,1,1,0,0,1,,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,Keeping the creative space open and providing support and opportunities for the artists we support,,,,,Increase volunteer support,,,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,New funding sources,,,,,,5 Somewhat confident,,,,,,Grant writing,,Resources to manage volunteers,Governance,Leadership,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,That we will survive and move forward,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
66b4aac4d775555345e41d4991d001d3f495b28b,Chief Executive or Executive Director,1,0,0,0,0,0,,21-50 staff,1-5 volunteers,$2 million to under $30 million,,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$200,000 ","$200,000.00 ",,,We have had to substantially expand our services to respond to COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for four to five months,1,0,1,1,0,1,0,1,,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,,"Developing a new strategy for the next 4 years, restructuring to better reflect community demand. Critically reviewing all aspects of our operation to ensure long term sustainability and security.",Reduce staff numbers,,,,,,"Remote work placement, Employee support access, secured bulk of years funding to provide job security.",Cut some services,Seek new funding sources,Deliver more remote online or phone services,Develop new in-person service offerings,Reduce service costs to users,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,Government COVID-19 wage subsidy scheme,,Other government funding responding to COVID-19,,,,,,,6 Very confident,,,HR support and advice,Digital technology,,,,,Governance,,Innovation and strategic advice,,Less Government reporting and demands without the funding to assist.,Collaboration between organisations,Mergers of organisations,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,"Not to rush matters ,take a deep breath as the environment is constantly changing. Be considered in what you do. People react to stress differently make allowances for this. Encourage and provide staff with the environment to be innovative.",,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
