,Field,Text,sentiment,sentiment_group,subjectivity,subjectivity_group
295,priorities and concerns,"We were struggling financially before COVID, but making some headway. Most of our funding, such as it is, comes from the private sector so the uncertainty caused, and still being caused, by the lack of clear indications from government about moving between levels and economic uncertainty means we're struggling even more.",0.18571428571428572,Neutral,0.35119047619047616,More Objective
296,priorities and concerns,the concern for us is that we are not seeing the real impact COVID 19 will have on our community it could take months till we see the true needs that will present that we will need to support,0.18333333333333335,Neutral,0.3166666666666667,More Objective
297,priorities and concerns,That the rubbish we have worked hard to remove From our regional coast and beaches will return and not be removed our kept on top of,0.10416666666666666,Neutral,0.5208333333333333,More Subjective
298,priorities and concerns,Political support for homelessness people,0.0,Neutral,0.1,More Objective
299,priorities and concerns,Grant Funding supports most of our salaries so the reduction in that is causing concern,0.5,Positive,0.5,More Subjective
300,priorities and concerns,"Developing a community based communications network to respond to an emergency such as earthquake, but which would have been very useful in identifying vulnerable people in the context of the pandemic",-0.03666666666666666,Neutral,0.3333333333333333,More Objective
301,priorities and concerns,"Funding is the key issue - We need our family support team to be out there helping families - be it online or in person, we need to pay our regular costs - but we don't have sufficient income to do so - the revenue we do have is targeted at particular service delivery but without the salaries and admin costs we cant deliver these.",0.05555555555555555,Neutral,0.47008547008547,More Objective
302,priorities and concerns,Replacing lost income from planned fundraising events,0.0,Neutral,0.0,More Objective
303,priorities and concerns,In a way the biggest challenge for me is holding onto the changes we made. Staff and service users want everything back to 'normal' which is not always ideal.,0.35000000000000003,Neutral,0.5499999999999999,More Subjective
304,priorities and concerns,"The finance to retain trained, experienced staff and for the organisation to remain viable",0.8,Positive,0.9,More Subjective
305,priorities and concerns,"Ensuring funding is available for paying staff - too many Trusts seem to want new exciting projects, rather than helping us deliver what we know works.",0.3340909090909091,Neutral,0.5386363636363636,More Subjective
306,priorities and concerns,Staff well-being - client well-being.,0.0,Neutral,0.0,More Objective
307,priorities and concerns,Key priorities: - Mentoring (accompanying those who come to the centre) Key concern: - Difficulties talking about important topics because of the lack of face-to-face,0.13333333333333333,Neutral,1.0,More Subjective
308,priorities and concerns,Raising revenue,0.0,Neutral,0.0,More Objective
309,priorities and concerns,Keeping up with need.,0.0,Neutral,0.0,More Objective
310,priorities and concerns,building confidence will be a major priority,0.0625,Neutral,0.5,More Subjective
311,priorities and concerns,Loss of interest and commitment to our project due to personnel fears and money worries among our volunteers and particularly committee,0.02083333333333333,Neutral,0.35416666666666663,More Objective
312,priorities and concerns,Or key priority is making sure people know that our Services are here to help them across the country,0.25,Neutral,0.9444444444444444,More Subjective
313,priorities and concerns,"Cash flow could hurt us and directly affects the organisation after the wage extension finishes in August, as does our Council's shortfall that has created uncertainty around our future service agreement and the level of operational funding.",0.05,Neutral,0.2625,More Objective
314,priorities and concerns,"To ensure we are sufficiently funded to deliver the services we provide and to be funded to deliver the services we have identified as needed by the community, that are not currently funded.",0.0,Neutral,0.4,More Objective
315,priorities and concerns,Maintaining income,0.0,Neutral,0.0,More Objective
316,priorities and concerns,Lack of funding for additional projects/maintenance this year from gambling charities,0.0,Neutral,0.0,More Objective
317,priorities and concerns,"Ensure we maintain right amount of protocols and readiness to revert back to higher alert levels should the need arise Management well-being - myself and key managers worked tirelessly throughout Alert Level 4 and 3 to ensure ongoing financial sustainability, staff well-being, community and clientele pastoral care and readiness for Levels 2 and 1. Ensuring we keep ourselves well throughout this period of trying to get back to BAU as quickly as possible.",0.07653061224489796,Neutral,0.4336734693877551,More Objective
318,priorities and concerns,"Staff hours have been reduced to 24 hours to match the MSD wage subsidy. Currently the Trust have no tagged funds for Wages. This is a critical area for consideration, as actually the demand for support has risen over the last 8 week period and the Trust are actively apply for funding for both the administration role as well as employing a part time support worker role to meet the level of demand. Our Annual Performance Report for year-end 30th June 2019 shows that last year we were able to offer therapies, treatment, and equipment for New Zealand children which is simply not available from any other funding source here in NZ or only partially covered by ACC etc. The prospect of a 70 % reduction of income from business means we are unable to meet the level of demand and provide these essential supports to vulnerable families who are already disadvantaged. Our funding dollar literally help children learn to walk and talk.",-0.061464646464646465,Neutral,0.43252525252525253,More Objective
319,priorities and concerns,Reliance on gaming funding to support sport and recreation.,0.0,Neutral,0.0,More Objective
320,priorities and concerns,Restore g order free being g closed. Starting gardens for the wider church community,0.10000000000000002,Neutral,0.3333333333333333,More Objective
321,priorities and concerns,Maintaining our financial viability & our community profile - working with funders & sponsors. Promoting our sport and making it as user friendly & cost effective for our members as possible. Making sure our sport is a safe environment when our participants return,0.32916666666666666,Neutral,0.6148148148148148,More Subjective
322,priorities and concerns,Connecting with our clients face to face Fundraising & Funding,0.0,Neutral,0.0,More Objective
323,priorities and concerns,We need to find new donors to help us increase our services.,0.13636363636363635,Neutral,0.45454545454545453,More Objective
324,priorities and concerns,"Key priorities: retain volunteer base, generate revenue through grants and fundraising, maintain/increase community awareness and support, plan for the future.",-0.26666666666666666,Neutral,0.7083333333333334,More Subjective
325,priorities and concerns,We are a group and our concerns at this stage are in regards to individuals personal financial positions for them to be able to continue to enter our competitions. Also in regards to our sponsors ability to be able to continue to financially support us in the new season. Our volunteers at this point still seem keen to be available but with many of our competitors traveling along with our qualified volunteers this creates a new barrier to us.,0.2414141414141414,Neutral,0.3732323232323232,More Objective
326,priorities and concerns,"To earn the money to run our owned theatre venue we need to put on shows and hire out for various community events, such as church services and bible study / junior theatre group / weddings and birthday celebrations all of which are currently affected by the restrictions of numbers able to gather even if we were able to keep a health and safety and well-being regime for all who would like to use the venue.",0.2,Neutral,0.53,More Subjective
327,priorities and concerns,We would like more funding to develop projects attending to this area of mental health. No apparent willingness to make funding available despite mental health and well-being being a priority level. We will keep doing whatever we can with the money we have.,0.135,Neutral,0.32999999999999996,More Objective
328,priorities and concerns,Our main challenge is ensuing we can meet demand as a result of supply chain issues and funding. Our CEO will work voluntarily if need be so retaining staff is secondary to simply being able to deliver our services.,0.09166666666666667,Neutral,0.4038690476190476,More Objective
329,priorities and concerns,Getting the food to those who most need it and supporting all the social and health services within the community.,0.2611111111111111,Neutral,0.2722222222222222,More Objective
330,priorities and concerns,To remain a viable and sustainable philanthropic fund in our region,0.0,Neutral,0.0,More Objective
331,priorities and concerns,With recession our supporters will no longer be able to afford our product. Our volunteers will no longer be able to work for us.,0.5,Positive,0.625,More Subjective
332,priorities and concerns,Our main priority is to develop a balance between continuing to support the welfare response whilst focusing on our core business as usual work.,-0.04166666666666667,Neutral,0.29166666666666663,More Objective
333,priorities and concerns,No one coming into our venue where our research room is. No passing public and no researchers from other areas.,-0.0625,Neutral,0.22083333333333333,More Objective
334,priorities and concerns,being able to provide 24/7 services,0.5,Positive,0.625,More Subjective
335,priorities and concerns,Lack of income - likely job reductions - unable to get back to same levels of participation - cut backs on spending,-0.125,Neutral,0.40625,More Objective
336,priorities and concerns,"Sustainable funding with challenges expected particularly form Gaming funding, also unsure how traditional street appeal collections may work, other fundraising challenges. Also Boards nervous about the future. Trying to develop an operating budget for the coming year with so much uncertainty",0.02361111111111111,Neutral,0.36388888888888893,More Objective
337,priorities and concerns,"Ongoing viability, support from our Council (funding and lease to continue operating from their building), meeting change in needs",0.0,Neutral,0.0,More Objective
338,priorities and concerns,"Our organisation relies on cashflow of participants and sponsors; along with an ageing volunteer base. These are problematic areas, along with negative/fearful attitudes from those who haven’t been as informed with changing requirements",-0.8,Negative,1.0,More Subjective
339,priorities and concerns,Harder to get volunteers to commit to 1 year - 18 months as they are unsure about job security.,-0.1,Neutral,0.0,More Objective
340,priorities and concerns,Reopening and keeping our members safe. Welcoming visitors and new members into such a strange environment,0.14659090909090908,Neutral,0.4011363636363636,More Objective
341,priorities and concerns,Funding. We are very reliant upon gaming charities/Lotteries and this funding is very much in doubt/on hold at present. We are also concerned that other funders may have changed their funding priorities due to COVID-19,0.042,Neutral,0.262,More Objective
342,priorities and concerns,very tough environment but we remain optimistic,-0.5055555555555555,Negative,1.0,More Subjective
343,priorities and concerns,"demonstrating the opportunity and need for a better, more impactful economy post COVID-19.",0.5,Positive,0.5,More Subjective
344,priorities and concerns,Getting back to a new 'normal' Ensuring our organisation's profile is known Supporting staff and clients,0.1340909090909091,Neutral,0.3386363636363636,More Objective
345,priorities and concerns,Lack of funding support to tackle some of NZ's wicked problems. Period inequity is one,0.0,Neutral,0.0,More Objective
346,priorities and concerns,We are concerned that the effects of COVID-19 are going to be felt long term in our organisation due to the nature of what we do ad who we provide for.,-0.0875,Neutral,0.3875,More Objective
347,priorities and concerns,Making sure our clients get the best possible service,0.5,Positive,0.7296296296296297,More Subjective
348,priorities and concerns,following up on people in the various safety nets post the crisis - such as many more people given temporary & or emergency housing - where do they go after? there wasn't enough housing for these people before COVID-19 now there are many more - we need new thinking not an expansion of current contracts & or more contracts like what we have known because if we do what we did we will get the same results & housing wasn't working before COVID-19 it will be under more stress now,0.24125874125874125,Neutral,0.4291958041958042,More Objective
349,priorities and concerns,getting back to full capacity with client contacts and peer support groups.,0.175,Neutral,0.275,More Objective
350,priorities and concerns,"Looking how the future will be, as we cater for all age groups. We need careful planning for our elderly as they are in the vulnerable age group due to COVID 19.",-0.18125,Neutral,0.5,More Subjective
351,priorities and concerns,"Uncertainty over health restrictions on presenting events and whether or not the artists we have contracted will even be able to perform. If we have to constrain audience numbers, it may not be economic to even present concerts. Also, the audience, who are mainly elderly, may not be prepared to attend.",0.21666666666666665,Neutral,0.2895833333333333,More Objective
352,priorities and concerns,Funding options that we had in the past are not able to support us at the present time and unable to tell us when this may change and likely there will be less funding on offer into the future for a while.,-0.16666666666666669,Neutral,0.3666666666666667,More Objective
353,priorities and concerns,Funding has come in during COVID but what will the funding scene look like in 6 months time?,0.0,Neutral,0.0,More Objective
354,priorities and concerns,Keeping our members in business and ensuring they are appropriately and widely promoted,0.2,Neutral,0.45,More Objective
355,priorities and concerns,Regaining audiences now lost to Netflix etc.,0.0,Neutral,0.0,More Objective
356,priorities and concerns,"Having to decline or defer BAU applications in anticipation of the second wave of enhanced community need. This, in turn, impacts on these orgs whose funding options are increasingly limited.",-0.03571428571428571,Neutral,0.07142857142857142,More Objective
357,priorities and concerns,Our main challenges will be securing enough funds to continue paying the rent and other operational expenses.,0.013888888888888886,Neutral,0.40277777777777773,More Objective
358,priorities and concerns,Our ability to meet the new normal demands with the current funding. Responding to the new normal in creative ways that will be helpful to the community and volunteers,0.1787878787878788,Neutral,0.6015151515151514,More Subjective
359,priorities and concerns,advocacy for the arts and sector ecosystem engaging with the sector to understand changing needs and see how to add value encouraging and facilitating collaboration,0.4,Positive,0.7,More Subjective
360,priorities and concerns,Being able to perform shows to create income for our Theatre. We have cancelled an event this year and postponed a Show.,0.5,Positive,0.625,More Subjective
361,priorities and concerns,Postponed procurement by government department (major project funder) - loss of income,0.0625,Neutral,0.5,More Subjective
362,priorities and concerns,Need therapy classes to resume asap.,0.0,Neutral,0.0,More Objective
363,priorities and concerns,Reopening of marae to re-establish cultural tikanga for the hapu - eg tangihanga,0.1,Neutral,0.1,More Objective
364,priorities and concerns,As Maori Providers we have never received funding for plant and equipment or capital development so we are playing catch up with government agencies Our client base in Maori we provide a Maori kaupapa approach,-0.8,Negative,1.0,More Subjective
365,priorities and concerns,We have never worked so hard with so little. Challenging but hopefully with good outcomes,0.1802083333333333,Neutral,0.6604166666666667,More Subjective
366,priorities and concerns,Our key priority is to have sufficient volunteers to maintain our service for the future.,0.0,Neutral,0.5625,More Subjective
367,priorities and concerns,"Being dependent on community funding and now having to apply extra staff hours to find other funding avenues to run our programme which is well-being and managing anxiety based. Supporting our adults - this is going to increase as more lose jobs, their well-being, already difficult and not being able to access easy to understand info. Lack of awareness by government departments how our demographic is being affected. So much to do - we were already running on fumes and many many volunteer hours and now our funders are struggling. Opportunities though to spread info more easily through online methods as now there is greater acceptance of this method.",0.28397435897435896,Neutral,0.5166666666666667,More Subjective
368,priorities and concerns,"reconnecting with the public once we can hold larger gatherings, assisting our funders to get back on their feet to ensure long term survival of our trust.",-0.0125,Neutral,0.24166666666666667,More Objective
369,priorities and concerns,Ensuring that the Social Services are fully prepared for the influx of more clients and actually being able to help and not flog them off or past them from pillar to post making them even more frustrated as a lot of our newer clients have not had to deal with these organisation before.,0.08333333333333333,Neutral,0.32023809523809527,More Objective
370,priorities and concerns,strategy,0.0,Neutral,0.0,More Objective
371,priorities and concerns,government centralisation,0.0,Neutral,0.0,More Objective
372,priorities and concerns,"A decrease in funding by Council which will impact on our local community sector, especially our key local partners who play a vital role in our local community. A shortage of funding in the other sectors that we were relying on prior to COVID-19 for funding to upgrade or replace equipment and vehicles that are well overdue for replacement. A redirection of budget funds into other areas mean that areas such as alternative education are once again left out despite playing a key role in ensuring students remain in the education system. A focus by service providers on hand outs rather than investing in empowering whānau (hand outs create dependence)",-0.035576923076923075,Neutral,0.4105769230769231,More Objective
373,priorities and concerns,Wanting to maintain our services with potential funding being light by $20000,0.2,Neutral,0.85,More Subjective
374,priorities and concerns,We are deeply concerned that commitments to community-led processes are being dumped by government. They are a nice to have so first to go in a crisis. This is clearly demonstrated by the closure of community centres without consultation by our Council - some of which still have no planned date for re-opening despite being a key community bumping place for many. We have heard that community facing parts of our Council and support for community groups and processes will be cut in the emergency budget by our Council which concerns us greatly as the commitment was already not sufficient.,0.32142857142857145,Neutral,0.6238095238095237,More Subjective
375,priorities and concerns,Key priority is assessing and than accessing the needs of our high priority whanau,0.08,Neutral,0.77,More Subjective
376,priorities and concerns,Keeping cash flow and meeting standing costs.,0.0,Neutral,0.0,More Objective
377,priorities and concerns,Expanding our ability to raise funds and improve our revenue streams to be more sustainable is vital,0.3,Neutral,0.45,More Objective
378,priorities and concerns,"Make the users of our facilities feel secure to be onsite, getting back to the level of volunteering before the lockdown, increase public profile.",0.13333333333333333,Neutral,0.2222222222222222,More Objective
379,priorities and concerns,We need to gain additional funding to provide our activities,0.0,Neutral,0.0,More Objective
380,priorities and concerns,"Need for guidance on best practice for providing food help. E.g. No questions asked, double (triple +) dipping.",0.5,Positive,0.15,More Objective
381,priorities and concerns,Ensuring that the resolve of our primary funders to back the vision is critical for our operational funding for the next 3 years. There is a danger that people will be more conservative rather than seeing the opportunities that this as provided.,0.18,Neutral,0.36,More Objective
382,priorities and concerns,"Key priority is keeping our staff and contractors motivated and paid, continuing to engage with our audiences, and ensuring we continue to be agile in our short to medium term planning while ensuring our long term strategic goals are attainable.",0.1125,Neutral,0.6124999999999999,More Subjective
383,priorities and concerns,"The isolation and lockdown stopped all social and mental health benefits of our organisation, in-line social discussions we conducted and well received however face the face is the best outlet for our role",0.24166666666666667,Neutral,0.15833333333333333,More Objective
384,priorities and concerns,"Private Practice Practitioner I would very much like to have resources to cover costs of clients who wish to engage but are not covered by other funding streams. Turning away clients in need due to this is SO hard. From business owners who do not have their own support provider, to new parents whose funds are required for raising their tamariki. To whanau who have access to employers support provider yet these contracts do not cover their children due to ages.",0.04121212121212121,Neutral,0.46952651515151517,More Objective
385,priorities and concerns,"Our key priority is revenue as we have a reduced number of members, COVID hit right when our members renew which is our main source of revenue for the year, our operating costs are very similar to pre COVID and we have had our two major fundraisers (catering for events) due to COVID.",0.06498015873015872,Neutral,0.5440079365079366,More Subjective
386,priorities and concerns,"No way to improve our income but still having to pay the bills. If the system is turned off, we will void our warranty and the system will back up.",0.0,Neutral,0.0,More Objective
387,priorities and concerns,Our concern is we couldn't meet demand pre-lockdown and we are in a worse position now due to the increase in anxiety and other mental health & addiction issues.,-0.1875,Neutral,0.3875,More Objective
388,priorities and concerns,Our concerns are around the well-being of those we work for and the well-being of our staff and whanau,0.0,Neutral,0.0,More Objective
389,priorities and concerns,"Making the sport affordable for people, especially those who are doing it tough from COVID-19 while maintaining sufficient safety standards and quality level of events",-0.19444444444444445,Neutral,0.9166666666666667,More Subjective
390,priorities and concerns,Financially - I'm actually more concerned about 2021 when existing contracts come up for renewal.,0.5,Positive,0.5,More Subjective
391,priorities and concerns,"The cessation of the old BAU. As we move to the recovery phase there is currently a lack of strategic engagement with the NFP sector in the development of plans. NEMA's Caring for Communities and MOH's draft Psycho-social Recovery Plan talk about people-centred, community-led approaches, but the described frameworks in these documents, and the approach of the associated regional staff, continues to be one of not providing the sector with a voice at a strategic planning level, seeking merely for the sector to provide services, with presumably the expectation that this will be done cheaply. Our priority is to ensure that this does not occur, we are seeking to be resourced to engage at the 'top table' and be empowered to achieve what needs to be achieved for our community.",0.1,Neutral,0.45999999999999996,More Objective
392,priorities and concerns,Our priorities are maintaining our sponsors and our funding whom without we won't be able to run the festival.,0.5,Positive,0.625,More Subjective
393,priorities and concerns,a 'one size fits all' approach being mandated undermining personal sovereignty and having a negative impact on those with complex needs - particularly mental health,-0.175,Neutral,0.325,More Objective
394,priorities and concerns,Catching up with backlog,0.6,Positive,0.9,More Subjective
395,priorities and concerns,To ensure that we take this opportunity to create a new norm that addresses the pre COVID issues and well as support the increase in social service need. Have government funding at a community level NOT silos of national service contracts.,0.08484848484848484,Neutral,0.2606060606060606,More Objective
396,priorities and concerns,Loss of momentum and local network.,0.0,Neutral,0.0,More Objective
397,priorities and concerns,establishing our way forward with delivery in the new context,0.13636363636363635,Neutral,0.45454545454545453,More Objective
398,priorities and concerns,"offering physical events, because the personal touch is always more effective",0.275,Neutral,0.4357142857142857,More Objective
399,priorities and concerns,Ensuring we are able to meet the coming need of the community,0.5,Positive,0.625,More Subjective
400,priorities and concerns,My number one key priority and concern is for our youth who have just come out of lockdown and need to process the enormity of what has just happened as a country and a community. I want to offer our programme and expand it to reach more youth while not relying on a funding application charitable trust model which has never worked for us in 6 years of providing our service,0.3666666666666667,Neutral,0.7666666666666666,More Subjective
401,priorities and concerns,COVID being an excuse for expediency and lack of community engagement,-0.05,Neutral,0.05,More Objective
402,priorities and concerns,Sustainability is the main concern,0.16666666666666666,Neutral,0.3333333333333333,More Objective
403,priorities and concerns,Sustainability and eating up our reserves,0.0,Neutral,0.0,More Objective
404,priorities and concerns,Funding available to pay staff for next summer season. Maintaining and providing competitions and services in the future,0.13333333333333333,Neutral,0.17500000000000002,More Objective
405,priorities and concerns,Meeting funding agreement deadlines and finding a Plan B for stalled or cancelled fundraising initiatives,0.0,Neutral,0.0,More Objective
406,priorities and concerns,Nil,0.0,Neutral,0.0,More Objective
407,priorities and concerns,Our main concern is receiving funding to continue to pay staff and funds to deliver our programmes,0.16666666666666666,Neutral,0.3333333333333333,More Objective
408,priorities and concerns,Being able to carry out full project before funding ceases.,0.425,Positive,0.5875,More Subjective
409,priorities and concerns,Funding to replace what we were prevented from earning due to COVID-19 regulations. We were planning a 30th Anniversary for our group due to financial uncertainty we have shelved these plans.,-0.08333333333333333,Neutral,0.25,More Objective
410,priorities and concerns,Financial sustainability to be able to continue to provide a level of service to our community that meets the needs and expectations of our stakeholders/members.,0.25,Neutral,0.3125,More Objective
411,priorities and concerns,Awaiting extra funding from the Government - then to recruit more staff to meet the need,0.25,Neutral,0.3,More Objective
412,priorities and concerns,Ensuring everyone in our community is coping OK,0.5,Positive,0.5,More Subjective
413,priorities and concerns,"Opening up traditional support and funders to support us to employ new people. Our industry as a whole has been hard hit, and so there are now lots of people unemployed that we could help out if we had the help to do so. Government keeps saying they will do this, but we have not witnessed a change in that area, in our area, yet.",0.01117424242424242,Neutral,0.5365530303030303,More Subjective
414,priorities and concerns,Our key priorities relate to ongoing financial viability due to uncertainty about the availability of grants.,-0.041666666666666664,Neutral,0.4583333333333333,More Objective
415,priorities and concerns,"Providing a community radio service as a companion to the elderly, disabled, and socially isolated people in our region.",-0.08333333333333334,Neutral,0.18333333333333332,More Objective
416,priorities and concerns,Lead the sector into a new way Strengthen what is being done and why Grow participation and the value of physical activity,0.06818181818181818,Neutral,0.2987012987012987,More Objective
417,priorities and concerns,Retain our volunteer members and support them back to the work place,0.0,Neutral,0.0,More Objective
418,priorities and concerns,Increasing turnover and staff welfare,0.0,Neutral,0.0,More Objective
419,priorities and concerns,Maintaining contacts with members and clients and meeting there needs,0.0,Neutral,0.0,More Objective
420,priorities and concerns,"Help! Grants are being repurposed, arts and culture grants will be DECIMATED with our Council budget due in August and this is the MAIN way community funding in this sector is distributed",0.02083333333333333,Neutral,0.35416666666666663,More Objective
421,priorities and concerns,"We are working hard to get back up to speed, with one eye on the economy over the coming 12 - 18 months",-0.14583333333333334,Neutral,0.2708333333333333,More Objective
422,priorities and concerns,Remaining relevant to our customers,0.4,Positive,0.9,More Subjective
423,priorities and concerns,No fundraising so fewer donations.,0.0,Neutral,0.0,More Objective
424,priorities and concerns,"Business as usual, only concern would be regression re the virus but not a huge impediment.",-0.15000000000000002,Neutral,0.7166666666666667,More Subjective
425,priorities and concerns,Our main priority is to ensure that research that is currently supported continues going and that we don't lose capability out of this sector because of job losses at the universities and DHBs,0.08333333333333333,Neutral,0.3666666666666667,More Objective
426,priorities and concerns,One of our challenges is resourcing systems and processes required to deliver services virtually and provide a great user experience.,0.8,Positive,0.75,More Subjective
427,priorities and concerns,Staff and partners,0.0,Neutral,0.0,More Objective
428,priorities and concerns,Our key priority is to increase access to our services for high needs populations.,0.08,Neutral,0.77,More Subjective
429,priorities and concerns,Restarting communities patrolling,0.0,Neutral,0.0,More Objective
430,priorities and concerns,"Key priorities: ensuring we have enough volunteers, ensuring we can meet the needs of clients. Concerns: being able to pay staff and to be able to access funding for ongoing operating costs.",0.25,Neutral,0.6875,More Subjective
431,priorities and concerns,"That membership & renewals will reduce to such an extent that our grants applications look weaker, and that fewer people will attend support activities even when safer. We already have a lot of families tending towards online networking only, which is fine if they are getting their face-to-face elsewhere, but we fear greater long-term isolation.",0.22916666666666669,Neutral,0.625,More Subjective
432,priorities and concerns,Having our volunteers feel confident enough to return to working together as a group.,0.25,Neutral,0.6666666666666667,More Subjective
433,priorities and concerns,Funding: changed over the past 18 months and now the opportunity to save for longer funding contingency arrangements Research and feedback from and about our work with our families and the quality of the work. A way to show our organisational value Recruitment: For new staff and volunteers,-0.05681818181818182,Neutral,0.3522727272727273,More Objective
434,priorities and concerns,Funding as we rely on donations for our every day running and we have none of that at the moment.,0.0,Neutral,0.0,More Objective
435,priorities and concerns,"The provision of communication technology training for seniors is fragmented. Working together with other organizations is the biggest challenge particularly where they can offer free services, while we have to charge due to lack of funding",0.07916666666666666,Neutral,0.4708333333333333,More Objective
436,priorities and concerns,"Anxiety levels of staff, students and parents Digital divide",0.0,Neutral,0.0,More Objective
437,priorities and concerns,Increased need for some of our services to be delivered on decreased budget.,-0.4,Neutral,0.7,More Subjective
438,priorities and concerns,To keep our people healthy and our services running,0.5,Positive,0.5,More Subjective
439,priorities and concerns,Key priority is to get back to normal use of our workshop facility and kilns and resuming pottery classes and social groups.,0.04583333333333333,Neutral,0.42916666666666664,More Objective
440,priorities and concerns,"Connecting people with their local community. Building local food resilience. Taking back our streets. Build a community exchange/support platform. Support initiatives locally for CO2 reduction, energy efficient healthy homes and supporting people's happiness",0.20714285714285713,Neutral,0.1357142857142857,More Objective
441,priorities and concerns,Shows the community reliance on gaming funding (in some sectors) and the thin veneer of security many community agencies face - new was of establishing longer term funding is required and greater investment in systems change rather than continuing to fund and prop up existing services.,0.18409090909090908,Neutral,0.5761363636363637,More Subjective
442,priorities and concerns,continuing to connect with the community and fundraise via alternate means that meet health requirements,0.0,Neutral,0.0,More Objective
443,priorities and concerns,Financial sustainability,0.0,Neutral,0.0,More Objective
444,priorities and concerns,Key concern is ability to obtain funding due to some traditional sources going on hold,-0.041666666666666664,Neutral,0.7083333333333334,More Subjective
445,priorities and concerns,"Funding is a massive challenge as trusts we would normally apply to are closed. Many are focused on short term ie 1 to 2 year support which doesn't help us to grow for the future. Just meets current needs. Welcome the opportunity for improved dialogue with funders. We make an incredible but need to meet the funders and there are impediments to this with the trusts we apply to,",0.25,Neutral,0.5416666666666666,More Subjective
446,priorities and concerns,Enhancing the lives of people with specific health need,0.0,Neutral,0.125,More Objective
447,priorities and concerns,"Re-establishing funding channels, support and stewardship of our donors, care and support of the staff",0.0,Neutral,0.0,More Objective
448,priorities and concerns,"Dealing with children who are displaying anxiety, usually caused by anxious parents.",-0.25,Neutral,0.625,More Subjective
449,priorities and concerns,"My co-founder and I both work full-time for free, we have not been paid for the 2.5 years we have been running. Funding has always been a huge issue for us and we are struggling with trying to continue.",0.4,Positive,0.8500000000000001,More Subjective
450,priorities and concerns,We have asked for expressions of interest in a non competitive talent show to be staged in September. We hope people won't be committed to sporting or other recreational activities and give Theatre a go.,-0.125,Neutral,0.375,More Objective
451,priorities and concerns,We have missed vital events for public unawareness that now will not happen until next year loosing momentum.,0.03333333333333333,Neutral,0.15555555555555556,More Objective
452,priorities and concerns,Getting back to full service,0.175,Neutral,0.275,More Objective
453,priorities and concerns,"A better recognition of the creative spaces network within New Zealand,and more support for these creative spaces in rural small town New Zealand",0.25284090909090906,Neutral,0.5386363636363636,More Subjective
454,priorities and concerns,Funding,0.0,Neutral,0.0,More Objective
455,priorities and concerns,"To come together as a group and focus our goals and objectives to share and to promote our cultural heritage through dancing and music. To teach other ethnicity to learn our dances. The Dance group consist of 4 to 10 year old children, Junior and senior students, 30 to 70 years old adults. Our concern is funds to keep the group going",0.043750000000000004,Neutral,0.21875,More Objective
456,priorities and concerns,"When our truck finally died last week - we can't afford a new one - so replacing gear. That schools won't be able to afford to visit, hence our income for improvements dries up. Our family Trust pays for the running cost of the venue, however we have our income from tourism and hospitality so that has put huge pressure on affording the costs associated with running the venue.",0.20727272727272728,Neutral,0.6092424242424243,More Subjective
457,priorities and concerns,Working with other organisations - noting there is no playbook for this,-0.125,Neutral,0.375,More Objective
458,priorities and concerns,Re-establishing our routine but cognisant on what our learnings have been to re-adapt.,0.0,Neutral,0.0,More Objective
459,priorities and concerns,Planning with real uncertainty as to one of our key funders ( our council) ability to fund us next year. We are determined to pivot at this time as our community needs it... they cannot be invisible at this time,0.06666666666666667,Neutral,0.43333333333333335,More Objective
460,priorities and concerns,"As an NGO working/collaborating and sharing is not a new concept, we have been doing this for years. The struggle we face now is the uncertainty of community funding to top up our service contracts that are built on a ""contribution to service"" model. We need community grants to keep the service running.",0.2159090909090909,Neutral,0.4772727272727273,More Objective
461,priorities and concerns,"As we have a significant shortfall to source each year to continue to provide the level of service needed, our concerns are centred around our ability to attract and secure adequate funding opportunities in view of the current economic climate. The programmes operate at capacity and the need for early intervention support continues. Increased focus on addressing and supporting 'at risk' families' who have sustained job losses and relationship hurdles is evident which has created a greater need for additional hours and funds.",0.2675925925925926,Neutral,0.41203703703703703,More Objective
462,priorities and concerns,"Connecting with older people, getting their feedback on what they need to get back to life as 'normal'. setting up systems and programmes that offer opportunities to get back out into the community and connect with people again. Emphasis needs to be put on social isolation and those that have lost the confidence to resume their pre COVID lives.",0.06999999999999999,Neutral,0.20999999999999996,More Objective
463,priorities and concerns,How has COVID-19 impacted on Māori whānau and community well-being and the extended impact of the COVID tail; and do we contribute to the collective creative collaborations that need to happen for Māori community sector working with government. Which need to be led by Māori. Stop with the top down stuff that has never worked!! And ensure that Māori are 'included' at all the levels of decision making and resourced in the way that works best for us.,0.4392361111111111,Positive,0.5222222222222223,More Subjective
464,priorities and concerns,Priorities is to complete a digital transformation project to streamline systems and provide better analytics for decision making. Also need to really understand the size of our market.,0.2,Neutral,0.275,More Objective
465,priorities and concerns,We need to ensure on going dispensing matches needs of our members.,0.0,Neutral,0.0,More Objective
466,priorities and concerns,Events still not going ahead now even though we are in level 1 as people are too worried they will have to cancel them again if we get new cases and end up going up the levels again.,0.13636363636363635,Neutral,0.45454545454545453,More Objective
467,priorities and concerns,Funding is our key priority currently.,0.0,Neutral,0.7,More Subjective
468,priorities and concerns,Catch up of debriefing and planning work deferred due to COVID. Returning normal service to BAU.,0.012499999999999997,Neutral,0.5125,More Subjective
469,priorities and concerns,Funding and getting back to providing normal services,0.075,Neutral,0.32499999999999996,More Objective
