,Field,Text,sentiment,sentiment_group,subjectivity,subjectivity_group
176,Can you please tell us your organisations current key priorities and or concerns,"Teaching seniors how to operate their tech, based on US model from the 1980s.",0.0,Neutral,0.0,More Objective
177,Can you please tell us your organisations current key priorities and or concerns,"Recruitment of staff, review of budgets/staff salaries",0.0,Neutral,0.0,More Objective
178,Can you please tell us your organisations current key priorities and or concerns,"Client and Mentor Success, Diversity, Brand Strength, Financial Sustainability, Strategic Partnerships and Service Evolution.",0.15,Neutral,0.0,More Objective
179,Can you please tell us your organisations current key priorities and or concerns,Our key priority is continuation of the service to enable our clients to remain living independently in their own homes. To do this we require funding from grants to help our operating costs.,0.19999999999999998,Neutral,0.7083333333333334,More Subjective
180,Can you please tell us your organisations current key priorities and or concerns,Funding opportunities and retention of membership,0.0,Neutral,0.0,More Objective
181,Can you please tell us your organisations current key priorities and or concerns,To have an online presence which reaches as many people as possible,0.25,Neutral,0.75,More Subjective
182,Can you please tell us your organisations current key priorities and or concerns,Improving the mental and physical health of all senior members,-0.05,Neutral,0.17142857142857143,More Objective
183,Can you please tell us your organisations current key priorities and or concerns,Funds to Purchase wool ,0.0,Neutral,0.0,More Objective
184,Can you please tell us your organisations current key priorities and or concerns,"1. Funding - we are seeing some of our renewals at risk (started at the end of 2020) as organisation have financial issues or government agencies shift their funding to more ""front line"" Covid-19 services. 2. Team resilience as the regular changes in alert levels causes our team significant more work to reschedule events and experiences.",0.275,Neutral,0.3903846153846154,More Objective
185,Can you please tell us your organisations current key priorities and or concerns,Garaging,0.0,Neutral,0.0,More Objective
186,Can you please tell us your organisations current key priorities and or concerns,Maintaining contact and support for all members and providing encouraging and helpful worship experiences,0.0,Neutral,0.0,More Objective
187,Can you please tell us your organisations current key priorities and or concerns,"Paid work for restoration, predator control and food projects.",0.0,Neutral,0.0,More Objective
188,Can you please tell us your organisations current key priorities and or concerns,Workload - Heavy reliance on one volunteer,-0.2,Neutral,0.5,More Subjective
189,Can you please tell us your organisations current key priorities and or concerns,Staying viable,0.0,Neutral,0.0,More Objective
190,Can you please tell us your organisations current key priorities and or concerns,"1. To upgrade our kitchen facilities so we can teach local whanau to grow, harvest, cook, preserve, share and retail excess vegetables and fruit, so next time there is a pandemic, whanau will be more resilient and capable of feeding themselves from their own backyards. 2. To create an archive of the history of the Trust's journey within the community to inspire and give hope to the next generation of future leaders. To provide opportunities for local whanau to acquire skills and knowledge to contribute to their local community and beyond. ",0.14444444444444443,Neutral,0.22499999999999998,More Objective
191,Can you please tell us your organisations current key priorities and or concerns,Priority is to deliver an annual conference as we always have.,0.0,Neutral,0.0,More Objective
192,Can you please tell us your organisations current key priorities and or concerns,To continue to provide residential meditation courses to as many people as possible,0.25,Neutral,0.75,More Subjective
193,Can you please tell us your organisations current key priorities and or concerns,How to continue to deliver group work in an environment where people have become wary of group activities/ staying home more.,0.0,Neutral,0.6,More Subjective
194,Can you please tell us your organisations current key priorities and or concerns,1) Finding volunteers to be treasurer and minute taker. 2) Finding a new bank that can handle community volunteer groups. Ours closed in our community in the last year and to make cash deposits now requires a lot of effort and a drive and battle for parking. Protecting our environment (streams and bush) from greenfield housing development. City Council committing to building new tracks for recreational walking and to felling wilding pines and macrocarpa which will become a hazard and costly expense to remove if not taken out now.,0.043181818181818175,Neutral,0.2689393939393939,More Objective
195,Can you please tell us your organisations current key priorities and or concerns,Ensuring we are providing what our community are wanting for their tamariki and whanau. Becoming digitised to broaden our customer base and help show our toys we stock,-0.17500000000000002,Neutral,0.925,More Subjective
196,Can you please tell us your organisations current key priorities and or concerns,Priority 1. Offering free services so that it is accessible to all Pacific students that our Homework centre is involved with. 2. Revenue to provide resources that our students need to support in their learning 3.Revenue to provide resources and training for staff and volunteers 4. Revenue for operational and administrative and project costs so that we can offer our services to other schools that would benefit from what we provide. ,0.21666666666666667,Neutral,0.5166666666666667,More Subjective
197,Can you please tell us your organisations current key priorities and or concerns,Serving Children,0.0,Neutral,0.0,More Objective
198,Can you please tell us your organisations current key priorities and or concerns,Increase in funding. Increase in volunteers. This will ensure we can meet the need of our community and those overseas.,0.0,Neutral,0.0,More Objective
199,Can you please tell us your organisations current key priorities and or concerns,Securing funding to pay our first wage to develop our delivery ,0.25,Neutral,0.3333333333333333,More Objective
200,Can you please tell us your organisations current key priorities and or concerns,Key priorities are unchanged - the wellbeing of the elderly Chinese community. The main concern is that this community is isolated because of language.,0.05555555555555555,Neutral,0.4444444444444444,More Objective
201,Can you please tell us your organisations current key priorities and or concerns,"Finding and retaining capable volunteers with skills needed to effectively run the organisation, do the admin, web maintenance, etc.",0.4,Positive,0.6000000000000001,More Subjective
202,Can you please tell us your organisations current key priorities and or concerns,Generating revenue through occupancy,0.0,Neutral,0.0,More Objective
203,Can you please tell us your organisations current key priorities and or concerns,Key priority is to gain more funding to keep offering our services,0.25,Neutral,0.75,More Subjective
204,Can you please tell us your organisations current key priorities and or concerns,To be able to support our members and volunteers and provide social services to members. To be able to get funding for projects and organised events,0.3444444444444444,Neutral,0.4388888888888889,More Objective
205,Can you please tell us your organisations current key priorities and or concerns,To continue funding the rebuild of community facilities after the Kaikoura earthquake and to fund the health and wellbeing of the Community,0.0,Neutral,0.0,More Objective
206,Can you please tell us your organisations current key priorities and or concerns,Increased demand for resource and paucity of supply of resource. We redeploy computer equipment to charities from the business sector. Funding for staff runs out 31 Dec 2021,0.0,Neutral,0.0,More Objective
207,Can you please tell us your organisations current key priorities and or concerns,Need more volunteers to keep work going. Also concern re long term future.,0.15,Neutral,0.3416666666666666,More Objective
208,Can you please tell us your organisations current key priorities and or concerns,Ensuring that we have sufficient funds and volunteers on hand to perform our daily operations,0.0,Neutral,0.0,More Objective
209,Can you please tell us your organisations current key priorities and or concerns,Running an art school,0.0,Neutral,0.0,More Objective
210,Can you please tell us your organisations current key priorities and or concerns,Getting the border open for high value tourism and high value international education. Providing some certainty to our members and helping them grow. Unwillingness of the Government (politicians and bureaucrats) to engage and develop plans. Getting consistent policies across Government agencies ,0.11400000000000002,Neutral,0.366,More Objective
211,Can you please tell us your organisations current key priorities and or concerns,"Ensuring staff are well supported so as not to burn out. While we have had a huge increase in demand, our current funders are not increasing funding, so we are having to find more funding sources, increasing workload again. Clients are coming to us with more complex needs which is taking a lot more time to resolve, also increasing demands on our limited services and increasing the burden on staff.",0.21836734693877552,Neutral,0.4775510204081632,More Objective
212,Can you please tell us your organisations current key priorities and or concerns,Completing funding proposals,0.0,Neutral,0.0,More Objective
213,Can you please tell us your organisations current key priorities and or concerns,More government funding to avoid increase in disorder,0.5,Positive,0.5,More Subjective
214,Can you please tell us your organisations current key priorities and or concerns,Membership,0.0,Neutral,0.0,More Objective
215,Can you please tell us your organisations current key priorities and or concerns,"To build gardens to feed community, teach community to feed themselves ad empower them to feed each other",-0.125,Neutral,0.375,More Objective
216,Can you please tell us your organisations current key priorities and or concerns,"Ensuring we maintain a consistent approach to delivery up to date, local and national news relevant to the current affairs at hand",0.1625,Neutral,0.38749999999999996,More Objective
217,Can you please tell us your organisations current key priorities and or concerns,Funding,0.0,Neutral,0.0,More Objective
218,Can you please tell us your organisations current key priorities and or concerns,A venue/building fit for purpose. Operational funding.,0.4,Positive,0.4,More Objective
219,Can you please tell us your organisations current key priorities and or concerns,Sustainable funding to the recipients,0.0,Neutral,0.0,More Objective
220,Can you please tell us your organisations current key priorities and or concerns,Maintenance of buildings funds,0.0,Neutral,0.0,More Objective
221,Can you please tell us your organisations current key priorities and or concerns,"Obtain funding for projects and getting volunteers to actually do something, not just say they are a volunteer ",0.0,Neutral,0.1,More Objective
222,Can you please tell us your organisations current key priorities and or concerns,Funding,0.0,Neutral,0.0,More Objective
223,Can you please tell us your organisations current key priorities and or concerns,Continuing to provide our services Seeking funding support for promotion purposes,0.0,Neutral,0.0,More Objective
224,Can you please tell us your organisations current key priorities and or concerns,Maintaining our heritage railway Funding our operation and maintenance work,0.0,Neutral,0.0,More Objective
225,Can you please tell us your organisations current key priorities and or concerns,An ability to continue providing choral entertainment to Members and public,0.0,Neutral,0.06666666666666667,More Objective
226,Can you please tell us your organisations current key priorities and or concerns,"Having enough money to pay our monthly bills - gas, power and phone/internet",0.0,Neutral,0.5,More Subjective
227,Can you please tell us your organisations current key priorities and or concerns,Financial sustainability ,0.0,Neutral,0.0,More Objective
228,Can you please tell us your organisations current key priorities and or concerns,Become predator free. ,0.4,Positive,0.8,More Subjective
229,Can you please tell us your organisations current key priorities and or concerns,Meeting the needs of our volunteers and the people we serve. Are we still able to still meet their needs?,0.5,Positive,0.625,More Subjective
230,Can you please tell us your organisations current key priorities and or concerns,Educating teenagers,0.0,Neutral,0.0,More Objective
231,Can you please tell us your organisations current key priorities and or concerns,"Education and safe, poison-free environment ",0.5,Positive,0.5,More Subjective
232,Can you please tell us your organisations current key priorities and or concerns,Completing last stages of our new Creative Space building and bringing it fully into use.,0.21212121212121213,Neutral,0.5070707070707071,More Subjective
233,Can you please tell us your organisations current key priorities and or concerns,Cultural tension ,0.1,Neutral,0.1,More Objective
234,Can you please tell us your organisations current key priorities and or concerns,Difficulty in obtaining funding from appropriate organisations.,0.5,Positive,0.5,More Subjective
235,Can you please tell us your organisations current key priorities and or concerns,Funding ,0.0,Neutral,0.0,More Objective
236,Can you please tell us your organisations current key priorities and or concerns,Being able to maintain safe practice when boarders open.,0.3333333333333333,Neutral,0.5416666666666666,More Subjective
237,Can you please tell us your organisations current key priorities and or concerns,Maintaining staff wellbeing with high stress levels and workloads. Meeting increased funder reporting requirements. Lack of support from governance Board members. ,0.16,Neutral,0.5399999999999999,More Subjective
238,Can you please tell us your organisations current key priorities and or concerns,Key priorities are to provide a well-maintained facility available at a reasonable cost for the Community,0.20000000000000004,Neutral,0.6666666666666666,More Subjective
239,Can you please tell us your organisations current key priorities and or concerns,As always - fundraising for grants,0.0,Neutral,0.0,More Objective
240,Can you please tell us your organisations current key priorities and or concerns,"Ongoing sustainability of operations, we are still tracking with increased demand but managing with pre-Covid levels of resources.",0.0,Neutral,0.0,More Objective
241,Can you please tell us your organisations current key priorities and or concerns,Maintaining and increasing funding streams - ensuring vulnerable elderly get access to the vaccine,-0.5,Negative,0.5,More Subjective
242,Can you please tell us your organisations current key priorities and or concerns,Meeting the spiritual needs of the people in our church and community Providing a place where people can identify as an extended family / whānau whānui,0.0,Neutral,0.13333333333333333,More Objective
243,Can you please tell us your organisations current key priorities and or concerns,"Main priority is increasing volunteer numbers and engagement, we have seen a definite drop off in volunteers since covid. ",0.08333333333333333,Neutral,0.41666666666666663,More Objective
244,Can you please tell us your organisations current key priorities and or concerns,Key priority is to build our fund to ensure flexible grant making into the community.,0.0,Neutral,1.0,More Subjective
245,Can you please tell us your organisations current key priorities and or concerns,Our priority is to stay financially viable,0.0,Neutral,0.0,More Objective
246,Can you please tell us your organisations current key priorities and or concerns,Targeting our support to Māori and Pasifika communities,0.0,Neutral,0.0,More Objective
247,Can you please tell us your organisations current key priorities and or concerns,Community Wellbeing. Having the funding to continue our work.,0.0,Neutral,0.0,More Objective
248,Can you please tell us your organisations current key priorities and or concerns,"Funding. I spent $20,000 of my own money over a 7-year period running the youth programme. I don’t regret it. It was amazing but I’d never do it the same way again. We got told over and over we weren’t a priority to fund our type of work that there was some kind of problem in our funding applications. Our area wasn’t ready for the programme in my opinion and there are limited funds available for that kind of programme. But people didn’t want to fund what we were offering - art workshops for at risk youth predominantly Māori. Probably Dingle foundation got a lot of the funding. I wasn’t the right person perhaps. I was for the youth but not for funders. There is too much competition in the youth space and not enough programmes to cover youth that need them in my opinion. But that part of my life is over now so I won’t be going back there again. Not after my experiences of how difficult it was to get funding. Even if funding was easier to obtain, I’ve done that part of my life now ",0.20102040816326533,Neutral,0.5145408163265307,More Subjective
249,Can you please tell us your organisations current key priorities and or concerns,"Meeting the increasing needs of more women and teens from a wide geographic area, but not having the funding to operate nationwide. Our budget is around $125k and we get no government funding - none of this funding is secured and is likely to be eroded, just at a time when there is vastly increased demand for our services, and more opportunity to scale through tech like zoom",0.18,Neutral,0.6799999999999999,More Subjective
250,Can you please tell us your organisations current key priorities and or concerns,"Cultural representation, communication, and information",0.1,Neutral,0.1,More Objective
251,Can you please tell us your organisations current key priorities and or concerns,"Our key priorities are sustainable growth - covering our operations funding while our projects and initiatives grow, at the same time as maintaining our relationships and cultural competency.",0.03333333333333333,Neutral,0.4083333333333334,More Objective
252,Can you please tell us your organisations current key priorities and or concerns,The gender pay gap.,0.0,Neutral,0.0,More Objective
253,Can you please tell us your organisations current key priorities and or concerns,Increase the number of service users (reach more people and change more lives!). We need more reliable volunteers which is really hard at the moment.,0.3333333333333333,Neutral,0.5104166666666666,More Subjective
254,Can you please tell us your organisations current key priorities and or concerns,"Community development, NFP support",0.0,Neutral,0.0,More Objective
255,Can you please tell us your organisations current key priorities and or concerns,Increasing our reach and concentrating on developing solutions for the most significant social & environmental challenges we face. ,0.30277777777777776,Neutral,0.48055555555555557,More Objective
256,Can you please tell us your organisations current key priorities and or concerns,Sustaining current business model Growing new channels for income Building enduring partnerships Focus on donor centric best practice delivery,0.28409090909090906,Neutral,0.3136363636363636,More Objective
257,Can you please tell us your organisations current key priorities and or concerns,We would like to become more wheelchair friendly with a back door ramp. Would like to fund better seating and ultimately a bigger space so that we could deliver a better service for the growing need in our community,0.3125,Neutral,0.4166666666666667,More Objective
258,Can you please tell us your organisations current key priorities and or concerns,Strong youth voice. Pacific women leaders. Health and wellbeing. Healthy organisational resources.,0.4666666666666667,Positive,0.6166666666666667,More Subjective
259,Can you please tell us your organisations current key priorities and or concerns,Increasing age of volunteers who are becoming tired of having to do the work that the younger members don't want to take on.,0.016666666666666663,Neutral,0.5166666666666667,More Subjective
260,Can you please tell us your organisations current key priorities and or concerns,"Wellbeing through arts, culture and creativity. Changing the perception towards arts as a public good and as an investment in people in a community",0.35,Neutral,0.33333333333333337,More Objective
261,Can you please tell us your organisations current key priorities and or concerns,Maintaining our standard of service - being able to keep all of our current services as well as put in place new services as the community asks for them. The concern is around staffing levels and the number of work hours staff have to fulfill these new services. Is there enough money to increase staff hours to cover the new work load? ,0.12987012987012986,Neutral,0.4126623376623377,More Objective
262,Can you please tell us your organisations current key priorities and or concerns,Make the best of what we can do,1.0,Positive,0.3,More Objective
263,Can you please tell us your organisations current key priorities and or concerns,Revenue growth Improved storytelling/marketing Delivery of our mission in the safest way ,0.0,Neutral,0.0,More Objective
264,Can you please tell us your organisations current key priorities and or concerns,Inability to present concerts if at Covid level 2 or above.,0.0,Neutral,0.05,More Objective
265,Can you please tell us your organisations current key priorities and or concerns,"Internal capacity to deliver bold social outcomes, and ensuring a sustainability model that enables us to keep up our work after current funding runs out",0.09166666666666666,Neutral,0.2833333333333333,More Objective
266,Can you please tell us your organisations current key priorities and or concerns,Recruiting new active members,0.001515151515151511,Neutral,0.5272727272727272,More Subjective
267,Can you please tell us your organisations current key priorities and or concerns,Finding alternative funding sources and getting government recognition of the service we provide,0.0,Neutral,0.0,More Objective
268,Can you please tell us your organisations current key priorities and or concerns,"Digital exclusion in the community, funding security, lack of housing in community and rental costs, employees treated unfairly, ",-0.25,Neutral,0.5,More Subjective
269,Can you please tell us your organisations current key priorities and or concerns,We need a larger building due to increase demand for our services and increase in donated goods. Our landlord has denied permission to increase our building size and has not renewed our lease. We need to more off the current site. We are concerned we will not be able to find a suitable premises at a price we can afford to pay in rent.,0.23750000000000002,Neutral,0.525,More Subjective
270,Can you please tell us your organisations current key priorities and or concerns,Support on the settlement of Filipino migrants in Southland,0.0,Neutral,0.0,More Objective
271,Can you please tell us your organisations current key priorities and or concerns,"Staff recruitment and retention. Prioritise funding for the district.ie more from gaming less from P&L account to conserve funds. Enacted a ""rainy day fund"".",0.16666666666666669,Neutral,0.2833333333333333,More Objective
272,Can you please tell us your organisations current key priorities and or concerns,"Ageing client base, with generalised increased anxiety.",-0.8,Negative,1.0,More Subjective
273,Can you please tell us your organisations current key priorities and or concerns,"Our main priorities are unchanged. We experienced staff turnover during Covid, at all levels from Governance to volunteers, and in 20201 we are allowing time for these changes to settle in and people to find their place. ",0.48333333333333334,Positive,0.6166666666666667,More Subjective
274,Can you please tell us your organisations current key priorities and or concerns,Funding those who need it the most. Improved impact with and for community. Fairer access to opportunities and resources for communities who experience exclusion/disadvantage. Advancing aspirations of Mana Whenua in our region.,0.5,Positive,0.5,More Subjective
275,Can you please tell us your organisations current key priorities and or concerns,Children's and whānau wellness and education.,0.0,Neutral,0.0,More Objective
276,Can you please tell us your organisations current key priorities and or concerns,Getting government support for the Dementia Action Plan,0.1,Neutral,0.1,More Objective
277,Can you please tell us your organisations current key priorities and or concerns,Medium to long term funding,-0.05,Neutral,0.4,More Objective
278,Can you please tell us your organisations current key priorities and or concerns,"Finding more employees, Training current staff Building back up to viability",0.16666666666666666,Neutral,0.3,More Objective
279,Can you please tell us your organisations current key priorities and or concerns,"Ensuring COVID-19 protocols are met and keeping Residents, Staff and families safe",0.5,Positive,0.5,More Subjective
280,Can you please tell us your organisations current key priorities and or concerns,Stopping food waste and redirecting it to those who benefit the most,0.15,Neutral,0.25,More Objective
281,Can you please tell us your organisations current key priorities and or concerns,"Maintaining cash flow, retaining staff, trading back to surplus, finding alternate funding sources",0.0,Neutral,0.0,More Objective
282,Can you please tell us your organisations current key priorities and or concerns,Global supply chain.,0.0,Neutral,0.0,More Objective
283,Can you please tell us your organisations current key priorities and or concerns,Finding funding to repair an ageing building,0.0,Neutral,0.0,More Objective
284,Can you please tell us your organisations current key priorities and or concerns,Ensuring the hauora of the people we support,0.0,Neutral,0.0,More Objective
285,Can you please tell us your organisations current key priorities and or concerns,Getting organisations to think about their Volunteer especially how they can offer more ways of working and tell us about their Volunteer roles.,0.25,Neutral,0.75,More Subjective
286,Can you please tell us your organisations current key priorities and or concerns,"Funding, events, membership",0.0,Neutral,0.0,More Objective
287,Can you please tell us your organisations current key priorities and or concerns,Co-designing new activities with our target audience ,0.13636363636363635,Neutral,0.45454545454545453,More Objective
288,Can you please tell us your organisations current key priorities and or concerns,"Our key priorities are to keep our members connected, informed and up to date. Hosting inclusive, relevant and informative network meetings, newsletter publications, radio broadcasts etc. Obtaining funding is an ongoing concern. Another concern is getting and retaining a board that is engaged and work well together.",0.2,Neutral,0.95,More Subjective
289,Can you please tell us your organisations current key priorities and or concerns,Generating sustainable income to stay open so not reliant upon grants,0.0,Neutral,0.5,More Subjective
290,Can you please tell us your organisations current key priorities and or concerns,"Advocacy at all levels, awareness at all level & provide services at all level for the wellington region communities in Hearing Health.",0.0,Neutral,0.0,More Objective
291,Can you please tell us your organisations current key priorities and or concerns,Long term Housing especially for those who can't get out of motels. Family Violence Support for volunteers ,-0.025,Neutral,0.7,More Subjective
292,Can you please tell us your organisations current key priorities and or concerns,"Funding to keep us afloat, accommodation with storage facilities, funding for capex",0.0,Neutral,0.1,More Objective
293,Can you please tell us your organisations current key priorities and or concerns,"There is a clear view that we must “Rebuild Better” with a focus on health and wellbeing, creating sustainable jobs, a Just Transition approach to restructuring, workers having a better say on issues at work, and an active government strategy to address inequality",0.2416666666666667,Neutral,0.49583333333333335,More Objective
294,Can you please tell us your organisations current key priorities and or concerns,Bit of a general question Procurement transparency under COVID,0.05000000000000002,Neutral,0.5,More Subjective
295,Can you please tell us your organisations current key priorities and or concerns,"Sustainable funding streams, and how to support organisational growth.",0.0,Neutral,0.0,More Objective
296,Can you please tell us your organisations current key priorities and or concerns,Larger providers squeezing the smaller organisation out of the market due to the re-tendering of disability support contracts. ,-0.041666666666666664,Neutral,0.4583333333333333,More Objective
297,Can you please tell us your organisations current key priorities and or concerns,"Is the community sector required in a political context of growing bureaucracy at both Central and Local Government, and the dependence on a charity model to carry wellbeing",0.0,Neutral,0.11666666666666665,More Objective
298,Can you please tell us your organisations current key priorities and or concerns,Maintaining the status quo,0.0,Neutral,0.0,More Objective
0,Can you tell us a short story about your experiences,No time,0.0,Neutral,0.0,More Objective
1,Can you tell us a short story about your experiences,"I'm on heart medication for stress directly related to the effects of Covid and keeping the doors open to meet the needs of our families, stakeholders and staff",0.0,Neutral,0.45,More Objective
2,Can you tell us a short story about your experiences,We work with many very vulnerable people who would become very ill or die if they got covid. This has been very stressful. Pre vaccination there was the worry for staff that they will contract covid and pass it on to our service users. This has been alleviated a little since vaccination but stress levels will rise again if borders are opened. ,-0.047916666666666684,Neutral,0.625,More Subjective
3,Can you tell us a short story about your experiences,"The uncertainty of Covid19 has had a detrimental impact on the emotional/ moral of staff and volunteers, in some ways it has drawn us together but it has also tired people worrying about stuff. I think the entire country is more stressed than usual and it can be seen with how scratchy people are with each other when normally they would be kinder. Having said that Covid has done a lot of positive things for us too, in terms of funding, the availability of new mental health resources, the use of technology in new ways to bring people together. All in all, it has been a mixed bag but feels more positive than negative. Just worrying now about the effect of border opening, not sure the team of 5 million are ready for that.",0.038368983957219244,Neutral,0.47581699346405226,More Objective
4,Can you tell us a short story about your experiences,Added stress since COVID 19 lockdown last year supporting staff and our clients ,0.125,Neutral,0.15833333333333333,More Objective
5,Can you tell us a short story about your experiences,"It has been very stressful maintaining enough funds to continue providing our services in general. The ONLY reason we have survived financially is because we have a social enterprise which brings in some sustainable funds. There are now less funders to apply to owing to changes in their criteria, area of cover etc and because we are a fairly new organisation that was established only 4 years ago, we have struggled to prove the necessity for our services. Our Manager has been running the organisation for 4 years in a voluntary capacity and works 40+ hours per week and also has a health condition that has an impact on her overall wellbeing and stress levels. ",0.025303030303030306,Neutral,0.3887878787878788,More Objective
6,Can you tell us a short story about your experiences,"Good, regular communication with staff was key, listening to their concerns & recognising that although we were all in it together, we each faced different challenges during Covid & needed support to work through them.",0.175,Neutral,0.5692307692307692,More Subjective
7,Can you tell us a short story about your experiences,"The whanau are often called vulnerable people. During lockdown we were informed by several whanau that they do not consider themselves vulnerable but they considered those needing to stay home, not work etc as being more vulnerable",-0.2,Neutral,0.4,More Objective
8,Can you tell us a short story about your experiences,No problems at all within our organisation.,0.0,Neutral,0.0,More Objective
9,Can you tell us a short story about your experiences,"It has been particularly hard for new refugees because of not knowing the systems, language and cultural barriers especially during the lockdown as information was not getting across because of lack of people to interpret or translate. Overseas travel limits have increased isolation and anxiety and most of the family is left behind. Covid situation back in their country is a worry too. ",0.00558712121212121,Neutral,0.4120265151515151,More Objective
10,Can you tell us a short story about your experiences,The financial insecurity of the facilitator has meant higher stress and awareness that keeping time set aside for voluntary work impedes earning power.,0.125,Neutral,0.25,More Objective
11,Can you tell us a short story about your experiences,"During covid it was quiet and no one was able to engage in the services we do because of social distancing. This led us to a degree of stress to rethink what we do and how we do it. So, we sat it out and brought another concept into play instead. Diversifying was helpful to make our key service 3rd or 4th on the list and our 3rd and 4th services First - swapped around. It has kept us in popularity and is working.",0.11190476190476191,Neutral,0.33690476190476193,More Objective
12,Can you tell us a short story about your experiences,The stress levels have risen so high and I have been put on Oxygen Therapy to cope in the meantime.,0.16,Neutral,0.5399999999999999,More Subjective
13,Can you tell us a short story about your experiences,"We deal with a lot of depression as a result of isolation and Covid-19. So, we do a lot more counselling.",0.5,Positive,0.5,More Subjective
14,Can you tell us a short story about your experiences,"It has been challenging to sustain the financial wellbeing of the key workers and to consider how to get in more support for their multi-focused roles necessitated by the loss of funding (one major funder) , covid, ending of a three-year research pilot. The relationships in the group are close, trusted and supportive, and this has made a huge difference. It has also helped that as an organisation we were already familiar with online collaboration as we are situated in different areas of the country. ",0.25972222222222224,Neutral,0.6666666666666666,More Subjective
15,Can you tell us a short story about your experiences,"We have supported refugee families who have no whanau networks in NZ, they are grateful, tearful and thankful especially those with kids and unemployed due to Covid",-0.0625,Neutral,0.6875,More Subjective
16,Can you tell us a short story about your experiences,We have a number of staff with close relatives overseas who have still been unable to visit those relatives. This has taken a real toll.,-0.15,Neutral,0.4,More Objective
17,Can you tell us a short story about your experiences,"Identifying those with skills to teach and share learnings within our community, learning to use Zoom and Teams to conduct meetings and share resources etc.",0.0,Neutral,0.0,More Objective
18,Can you tell us a short story about your experiences,"We found that our meetings using zoom were shorter than when we meet face to face. However, we enjoy being together now.",0.4,Positive,0.5,More Subjective
19,Can you tell us a short story about your experiences,"For staff and volunteers with family in other countries, death of those close to them has been very hard",-0.2520833333333333,Neutral,0.5395833333333333,More Subjective
20,Can you tell us a short story about your experiences,During Covid 1 lockdown we accommodated 5 youth on another floor. These youth recorded an album while in lockdown. We struggled to feed them but got assistance from city mission.,0.0,Neutral,0.0,More Objective
21,Can you tell us a short story about your experiences,We had many delays in delivering our programmes throughout the lock downs but manage to deliver our three core programmes throughout the first part of 2021.,0.375,Neutral,0.41666666666666663,More Objective
22,Can you tell us a short story about your experiences,The ever-present media stories that have negative stories. These create a sense of unease and fear.,-0.3,Neutral,0.4,More Objective
23,Can you tell us a short story about your experiences,It has been hard for people who have lost close relatives overseas without being able to travel and see their distant whanau.,0.0361111111111111,Neutral,0.5055555555555555,More Subjective
24,Can you tell us a short story about your experiences,Our people found it very hard to be isolated - we did profiles on our volunteers during lockdown to capture their experiences.,-0.3791666666666667,Neutral,0.7041666666666666,More Subjective
25,Can you tell us a short story about your experiences,More loads on staff to emotionally support/offer council/and ear to centre members,0.25,Neutral,0.575,More Subjective
26,Can you tell us a short story about your experiences,We were sorry to have to stop our working bees and shut our Library as it provides an important community connection for our group. The library is well used by visitors to the garden. People still walked through and visited our open garden but couldn’t engage in the same way. ,-0.024999999999999994,Neutral,0.65625,More Subjective
27,Can you tell us a short story about your experiences,I have personally continued pretty much as before. Working for change. I have become much more adept at online meetings/webinars etc and comfortable with them. I am not trying to be expert on all things though so rely on other members of the SOC team to lead us through the digital arena.,0.22812499999999997,Neutral,0.509375,More Subjective
28,Can you tell us a short story about your experiences,"The stress of lockdown on our new staff including the director, both strained and strengthened our relationships on the board and between staff members. This strain highlighted problem areas - particularly, the imbalance in various work load(s). This has resulted in a review of practice, the results of which are now being actioned to futureproof our organisation through upgrading and improving our policies and processes, and ensuring better support is available and accessed by our staff. ",0.24060606060606063,Neutral,0.4375757575757576,More Objective
29,Can you tell us a short story about your experiences,Not really.,-0.1,Neutral,0.2,More Objective
30,Can you tell us a short story about your experiences,Financially we are fine because the Govt wage subsidy covered the loss we made while closed.,0.10555555555555556,Neutral,0.19999999999999998,More Objective
31,Can you tell us a short story about your experiences,"We hired a staff member that started on the first day of lock down. We were able to get her the resources they needed to do some of her role from home, but it was a very difficult induction into our organisation and the services we provide. We weren't able to train as we normally would, because we only really had the time to catch up by phone. I was the only staff member still providing our services throughout lockdown (we are considered an essential service), so the whole situation was less than ideal. It made her whole start with the organisation harder and her own personal circumstances were quite severely affected by Covid, so they couldn't settle into the role and didn't end up staying with us for very long after we returned to level 2. The whole process (while completely outside our control) was costly for our organisation as we are trying to grow the service, so any recruitment setbacks are quite costly both financially and emotionally.",0.11648989898989899,Neutral,0.4913131313131314,More Objective
32,Can you tell us a short story about your experiences,With our charity receiving preloved bikes which we service and be able to gift to our local families and communities to be able to ride safely and be able to remove oneself from home and the situation and just ride and destress,0.4,Positive,0.475,More Objective
33,Can you tell us a short story about your experiences,"The effect of Covid has been insidious. The pace of implementation, especially a vaccine has been very poor and disconcerting. Having family out of NZ and seeing exemptions made for some individuals and groups has generated inequity and a sense of unfairness. All the above creates its own emotional toll.",0.015999999999999993,Neutral,0.706,More Subjective
34,Can you tell us a short story about your experiences,"Some of the stress included trying to be flexible as an organisation (i.e., Ensure staff could work from home etc) but also trying to ensure that we were still fulfilling our obligations to community. In moments like COVID you realise that you and your staff are also community, and families themselves, so they have emotional and financial needs that need securing. The move to do more zoom was a pro and con. Pro in that we could have some great hui and keep things moving, con in that some hui can now go back-to-back. Doing more sometimes means we are thinking and looking after ourselves less. Finding that right balance is very important.",0.30488095238095236,Neutral,0.500297619047619,More Subjective
